ws,year,mo,flow,Ca,Mg,K,Na,Al,NH4,pH,SO4,NO3,Cl,PO4,SiO2
3,1966,7,4.4,1.79,0.53,0.23,1.61,-3.000,-3.000,5.24,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1966,8,19.9,1.63,0.44,0.17,1.12,-3.000,-3.000,4.80,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1966,9,19.0,1.55,0.43,0.10,1.28,-3.000,-3.000,4.85,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1966,10,46.6,1.44,0.41,0.20,1.23,-3.000,-3.000,4.75,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1966,11,120.3,1.55,0.37,0.13,1.05,-3.000,-3.000,4.91,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1966,12,53.7,1.43,0.38,0.11,1.09,-3.000,-3.000,4.84,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1967,1,23.1,1.68,0.40,0.14,1.21,-3.000,-3.000,4.76,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1967,2,15.2,1.57,0.42,0.15,1.31,-3.000,-3.000,4.70,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1967,3,44.6,1.60,0.41,0.20,1.15,-3.000,-3.000,4.51,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1967,4,271.7,1.56,0.38,0.21,0.84,-3.000,-3.000,4.33,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1967,5,119.1,1.53,0.37,0.16,0.95,-3.000,-3.000,4.59,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1967,6,19.2,1.61,0.39,0.16,1.24,-3.000,-3.000,4.77,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1967,7,7.5,1.65,0.41,0.15,1.41,-3.000,-3.000,4.80,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1967,8,10.7,1.84,0.38,0.14,1.24,-3.000,-3.000,5.01,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1967,9,27.1,1.70,0.40,0.16,1.43,-3.000,-3.000,5.14,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1967,10,96.2,1.75,0.39,0.17,1.18,-3.000,-3.000,4.94,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1967,11,71.0,1.77,0.40,0.11,1.11,-3.000,-3.000,4.76,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1967,12,75.4,1.70,0.41,0.12,1.07,-3.000,-3.000,5.02,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1968,1,16.6,1.50,0.43,0.14,1.27,-3.000,-3.000,4.69,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1968,2,36.3,1.49,0.44,0.15,1.27,-3.000,-3.000,4.12,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1968,3,183.5,1.66,0.42,0.19,1.14,-3.000,-3.000,4.98,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1968,4,198.6,1.52,0.41,0.26,0.98,-3.000,-3.000,4.95,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1968,5,123.6,1.44,0.40,0.25,1.03,-3.000,-3.000,4.94,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1968,6,103.1,1.42,0.38,0.18,1.02,-3.000,-3.000,4.94,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1968,7,17.6,1.42,0.39,0.16,1.23,-3.000,-3.000,5.03,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1968,8,1.3,1.87,0.48,0.25,1.92,-3.000,-3.000,5.26,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1968,9,1.9,2.42,0.64,0.40,2.37,-3.000,-3.000,5.61,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1968,10,3.3,2.01,0.59,0.61,2.19,-3.000,-3.000,6.08,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1968,11,25.1,1.82,0.47,0.33,1.39,-3.000,-3.000,5.11,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1968,12,52.7,1.81,0.42,0.21,1.13,-3.000,-3.000,4.86,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1969,1,23.3,1.68,0.40,0.16,1.22,-3.000,-3.000,5.10,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1969,2,17.6,1.74,0.40,0.17,1.24,-3.000,-3.000,5.08,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1969,3,32.8,1.70,0.39,0.19,1.05,-3.000,-3.000,4.80,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1969,4,435.0,1.61,0.36,0.22,0.80,-3.000,-3.000,4.58,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1969,5,121.3,1.46,0.34,0.21,1.02,-3.000,-3.000,4.69,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1969,6,16.5,1.67,0.36,0.20,1.14,-3.000,-3.000,4.43,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1969,7,50.6,2.08,0.44,0.37,1.17,-3.000,-3.000,5.09,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1969,8,50.0,1.80,0.35,0.16,1.06,-3.000,-3.000,4.97,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1969,9,6.4,1.76,0.39,0.15,1.36,-3.000,-3.000,5.19,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1969,10,14.7,1.67,0.44,0.42,1.43,-3.000,-3.000,5.26,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1969,11,116.4,2.01,0.42,0.19,1.17,-3.000,-3.000,4.69,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1969,12,113.9,2.11,0.44,0.14,1.14,-3.000,-3.000,4.58,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1970,1,23.3,2.13,0.46,0.17,1.16,-3.000,-3.000,4.73,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1970,2,70.6,2.13,0.46,0.19,1.11,-3.000,-3.000,4.65,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1970,3,25.1,2.07,0.46,0.20,1.18,-3.000,-3.000,5.14,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1970,4,256.2,2.09,0.44,0.22,0.93,-3.000,-3.000,4.88,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1970,5,74.9,1.92,0.40,0.24,0.97,-3.000,-3.000,4.92,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1970,6,5.6,1.79,0.42,0.20,1.41,-3.000,-3.000,5.32,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1970,7,7.1,1.81,0.42,0.19,1.40,-3.000,-3.000,5.34,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1970,8,9.7,1.89,0.47,0.61,1.49,-3.000,-3.000,5.58,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1970,9,32.7,1.81,0.42,0.21,1.33,-3.000,-3.000,5.32,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1970,10,83.3,1.72,0.40,0.19,1.06,-3.000,-3.000,5.07,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1970,11,70.3,2.10,0.44,0.17,1.14,-3.000,-3.000,4.98,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1970,12,38.7,2.17,0.47,0.16,1.20,-3.000,-3.000,4.93,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1971,1,20.3,2.13,0.48,0.20,1.29,-3.000,-3.000,5.00,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1971,2,30.5,2.08,0.49,0.17,1.24,-3.000,-3.000,5.03,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1971,3,33.3,2.13,0.49,0.19,1.27,-3.000,-3.000,5.01,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1971,4,271.2,2.28,0.49,0.22,0.95,-3.000,-3.000,4.85,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1971,5,159.1,2.03,0.42,0.23,0.79,-3.000,-3.000,4.88,-3.00,-3.000,-3.00,-3.0000,-3.0
3,1971,6,10.2,1.93,0.45,0.21,1.28,-3.000,0.016,5.23,6.23,0.259,0.21,-3.0000,4.6
3,1971,7,5.6,1.91,0.48,0.28,1.47,-3.000,0.020,5.33,7.18,1.071,0.66,-3.0000,7.6
3,1971,8,10.8,1.76,0.43,0.42,1.38,-3.000,0.023,5.43,7.58,0.672,0.58,-3.0000,7.3
3,1971,9,14.4,1.81,0.42,0.19,1.29,-3.000,0.021,5.21,6.28,0.704,0.46,-3.0000,7.0
3,1971,10,48.3,1.90,0.43,0.19,1.21,-3.000,0.028,5.11,7.97,2.278,0.52,-3.0000,6.6
3,1971,11,20.2,1.87,0.43,0.14,1.30,-3.000,0.033,5.22,5.80,3.215,0.60,-3.0000,6.3
3,1971,12,52.2,2.01,0.46,0.13,1.20,-3.000,0.031,5.03,5.72,3.257,0.59,-3.0000,6.3
3,1972,1,32.0,2.05,0.47,0.15,1.21,-3.000,0.006,5.05,4.68,4.169,0.60,-3.0000,6.3
3,1972,2,21.6,2.07,0.49,0.17,1.33,-3.000,0.006,5.17,4.90,4.436,0.61,-3.0000,6.3
3,1972,3,92.6,2.25,0.50,0.17,1.16,-3.000,0.007,4.90,5.66,7.018,0.56,-3.0000,6.0
3,1972,4,200.1,2.21,0.48,0.24,0.93,-3.000,0.016,4.71,5.95,7.569,0.46,0.0010,5.3
3,1972,5,205.9,2.06,0.43,0.30,0.74,-3.000,0.026,4.62,6.27,6.316,0.41,0.0010,5.4
3,1972,6,42.7,1.71,0.35,0.15,0.98,-3.000,0.030,4.89,7.20,1.193,0.43,0.0010,6.2
3,1972,7,56.4,1.68,0.35,0.11,1.05,-3.000,0.025,4.97,7.52,0.576,0.53,0.0020,6.6
3,1972,8,40.3,1.70,0.33,0.12,1.00,-3.000,0.021,4.90,7.79,0.949,0.45,0.0070,7.5
3,1972,9,7.0,1.69,0.41,0.15,1.42,-3.000,0.018,5.28,8.48,0.573,0.52,0.0090,8.4
3,1972,10,26.5,1.64,0.40,0.36,1.26,-3.000,0.023,5.16,8.03,0.523,0.68,0.0010,6.6
3,1972,11,99.1,1.77,0.38,0.19,1.03,-3.000,0.007,4.91,7.86,1.116,0.71,0.0020,5.9
3,1972,12,62.5,1.77,0.37,0.12,1.05,-3.000,0.005,4.86,7.25,1.566,0.59,0.0010,5.9
3,1973,1,100.6,1.75,0.37,0.18,0.95,-3.000,0.008,4.82,6.88,2.239,0.69,0.0030,5.3
3,1973,2,83.8,1.77,0.36,0.16,0.93,-3.000,0.016,4.89,6.23,2.371,0.83,0.0020,5.5
3,1973,3,208.9,1.69,0.35,0.21,0.87,-3.000,0.028,4.82,6.21,2.421,0.46,0.0010,5.0
3,1973,4,112.1,1.54,0.31,0.19,0.85,-3.000,0.026,4.89,6.26,1.815,0.55,0.0030,5.0
3,1973,5,122.4,1.54,0.32,0.21,0.98,-3.000,0.023,4.97,7.04,0.923,0.55,0.0030,6.0
3,1973,6,244.5,1.53,0.29,0.18,0.79,-3.000,0.014,4.83,6.84,0.544,0.39,0.0030,4.4
3,1973,7,72.0,1.54,0.29,0.14,0.79,-3.000,0.025,4.91,6.88,0.407,0.35,0.0030,4.6
3,1973,8,7.7,1.74,0.40,0.17,1.45,-3.000,0.016,5.38,7.39,0.991,0.48,0.0020,7.5
3,1973,9,33.8,1.69,0.41,0.15,1.36,-3.000,0.026,5.41,7.78,0.844,0.41,0.0020,6.9
3,1973,10,41.0,1.66,0.40,0.20,1.18,-3.000,0.037,5.28,7.36,0.542,0.44,0.0020,6.3
3,1973,11,103.4,1.76,0.40,0.14,1.06,-3.000,0.036,5.08,6.67,1.899,0.51,0.0020,6.0
3,1973,12,266.1,1.70,0.36,0.16,0.80,-3.000,0.032,4.87,5.97,3.141,0.52,0.0020,4.8
3,1974,1,46.2,1.82,0.39,0.16,0.89,-3.000,0.027,5.01,6.29,3.069,0.47,0.0020,4.9
3,1974,2,37.5,1.88,0.43,0.17,0.99,-3.000,0.028,5.05,6.43,3.093,0.46,0.0020,5.6
3,1974,3,100.4,1.77,0.40,0.19,0.85,-3.000,0.039,5.03,6.23,3.429,0.44,0.0010,5.0
3,1974,4,239.3,1.61,0.34,0.21,0.72,-3.000,0.036,4.95,6.14,2.808,0.39,0.0020,4.3
3,1974,5,139.9,1.51,0.32,0.20,0.75,-3.000,0.035,5.01,6.54,1.461,0.42,0.0050,4.8
3,1974,6,49.5,1.48,0.32,0.18,0.89,-3.000,0.031,5.11,6.33,0.730,0.42,0.0030,5.1
3,1974,7,17.3,1.52,0.33,0.12,1.08,-3.000,0.029,5.19,6.57,0.416,0.44,0.0030,6.0
3,1974,8,9.8,1.60,0.38,0.14,1.21,-3.000,0.041,5.27,7.21,0.824,0.46,0.0020,6.6
3,1974,9,51.3,1.52,0.34,0.11,0.85,-3.000,0.032,5.16,8.79,0.341,0.31,0.0020,5.6
3,1974,10,38.0,1.53,0.36,0.21,0.97,-3.000,0.034,5.33,7.52,0.142,0.34,0.0020,5.8
3,1974,11,82.0,1.60,0.37,0.16,1.00,-3.000,0.010,5.26,6.85,0.925,0.40,0.0020,5.5
3,1974,12,79.1,1.65,0.38,0.15,0.88,-3.000,0.010,5.10,6.80,1.873,0.50,0.0030,5.5
3,1975,1,25.2,1.76,0.41,0.16,1.03,-3.000,0.010,5.16,6.24,2.442,0.51,0.0030,5.8
3,1975,2,21.5,1.81,0.42,0.18,1.04,-3.000,0.018,5.19,6.39,2.765,0.50,0.0030,5.5
3,1975,3,118.3,1.76,0.41,0.18,1.02,-3.000,0.011,5.13,6.25,2.867,0.64,0.0020,5.2
3,1975,4,200.7,1.64,0.36,0.18,0.87,-3.000,0.020,5.02,6.25,2.634,0.61,0.0010,4.8
3,1975,5,61.9,1.53,0.35,0.19,0.81,-3.000,0.020,4.94,6.42,1.691,0.53,0.0020,5.0
3,1975,6,93.9,1.50,0.34,0.12,0.92,-3.000,0.013,5.11,7.53,0.533,0.56,0.0060,5.8
3,1975,7,52.7,1.48,0.32,0.12,0.94,-3.000,0.017,5.03,7.16,0.494,0.46,0.0030,5.6
3,1975,8,3.9,1.69,0.43,0.21,1.50,-3.000,0.010,5.49,7.40,1.084,0.48,0.0040,7.8
3,1975,9,56.5,1.62,0.33,0.12,0.91,-3.000,0.015,5.14,7.18,0.218,0.32,0.0020,5.8
3,1975,10,138.5,1.58,0.32,0.14,0.85,-3.000,0.010,5.06,7.11,0.318,0.41,0.0030,5.3
3,1975,11,117.9,1.47,0.30,0.12,0.94,-3.000,0.020,5.08,6.52,1.142,0.47,0.0060,5.3
3,1975,12,49.5,1.65,0.34,0.11,0.97,-3.000,0.020,5.17,6.30,1.881,0.46,0.0030,5.4
3,1976,1,62.0,1.69,0.36,0.15,0.91,-3.000,0.012,5.05,6.33,3.543,0.48,0.0030,4.8
3,1976,2,82.9,1.63,0.36,0.14,0.94,-3.000,0.015,5.08,6.04,3.358,0.46,0.0020,5.2
3,1976,3,183.8,1.62,0.36,0.17,0.84,-3.000,0.020,5.02,6.01,3.635,0.42,0.0010,4.9
3,1976,4,185.7,1.47,0.31,0.20,0.71,-3.000,0.018,4.98,6.35,2.871,0.35,0.0020,4.5
3,1976,5,158.5,1.35,0.29,0.20,0.75,-3.000,0.012,5.04,6.19,1.228,0.38,0.0030,4.9
3,1976,6,12.9,1.44,0.33,0.15,1.06,-3.000,0.012,5.29,6.73,0.414,0.43,0.0040,5.8
3,1976,7,11.3,1.48,0.33,0.18,1.17,-3.000,0.011,5.37,6.94,0.625,0.44,0.0040,6.2
3,1976,8,35.5,1.42,0.39,0.16,1.01,-3.000,0.005,5.27,6.78,0.591,0.32,0.0010,5.7
3,1976,9,29.4,1.47,0.32,0.18,0.98,-3.000,0.008,5.12,7.37,0.789,0.33,0.0020,5.5
3,1976,10,151.3,1.40,0.31,0.15,0.91,-3.000,0.008,5.17,6.37,0.492,0.39,0.0010,5.5
3,1976,11,64.0,1.42,0.31,0.10,0.89,-3.000,0.009,5.11,6.32,0.946,0.50,0.0010,5.9
3,1976,12,44.8,1.62,0.36,0.22,1.01,-3.000,0.011,5.18,6.35,2.385,0.51,0.0020,4.6
3,1977,1,11.7,1.49,0.38,0.12,1.20,-3.000,0.006,5.39,6.16,1.701,0.50,0.0020,6.3
3,1977,2,9.2,1.60,0.38,0.14,1.33,-3.000,0.006,5.45,6.42,1.895,0.52,0.0030,7.1
3,1977,3,258.5,1.48,0.32,0.23,0.82,-3.000,0.007,4.97,5.58,3.926,0.32,0.0040,5.0
3,1977,4,149.4,1.29,0.27,0.17,0.75,-3.000,0.006,5.01,5.71,2.141,0.33,0.0040,5.2
3,1977,5,24.9,1.30,0.29,0.18,1.01,-3.000,0.005,5.24,6.12,0.809,0.38,0.0030,7.2
3,1977,6,19.8,1.37,0.33,0.16,1.21,-3.000,0.005,5.43,6.23,0.236,0.46,0.0020,6.9
3,1977,7,3.0,1.51,0.40,0.18,1.52,-3.000,0.005,5.65,6.94,0.768,0.41,0.0040,7.5
3,1977,8,3.3,1.61,0.47,0.20,1.69,-3.000,0.008,5.70,6.93,1.300,0.35,0.0050,9.5
3,1977,9,42.1,1.49,0.32,0.23,0.95,-3.000,0.010,5.19,6.43,0.438,0.29,0.0040,5.3
3,1977,10,186.6,1.39,0.27,0.15,0.72,-3.000,0.015,5.00,6.23,0.058,0.35,0.0070,4.8
3,1977,11,63.3,1.42,0.30,0.12,0.89,-3.000,0.010,5.16,6.68,0.270,0.41,0.0030,5.7
3,1977,12,72.9,1.38,0.30,0.09,0.89,-3.000,0.007,5.15,6.09,0.526,0.38,0.0040,5.5
3,1978,1,149.2,1.34,0.28,0.28,0.71,-3.000,0.005,4.94,5.58,1.243,0.44,0.0050,4.3
3,1978,2,20.4,1.38,0.30,0.12,0.94,-3.000,0.005,5.18,6.14,0.800,0.38,0.0040,5.4
3,1978,3,24.0,1.45,0.34,0.15,1.13,-3.000,0.007,5.26,6.13,1.244,0.48,0.0040,5.8
3,1978,4,219.2,1.35,0.29,0.14,0.81,-3.000,0.009,5.03,5.63,1.241,0.40,0.0020,4.8
3,1978,5,100.0,1.26,0.26,0.16,0.81,-3.000,0.012,5.01,5.93,0.455,0.37,0.0030,4.9
3,1978,6,77.3,1.34,0.28,0.11,1.35,-3.000,0.010,5.12,5.99,0.148,0.43,0.0030,5.5
3,1978,7,1.0,1.44,0.40,0.14,1.66,-3.000,0.010,5.32,6.76,0.941,0.54,0.0040,7.5
3,1978,8,1.1,1.57,0.47,0.22,1.86,-3.000,0.010,5.43,7.14,1.501,0.51,0.0040,8.2
3,1978,9,0.7,1.48,0.48,0.17,2.14,-3.000,0.010,5.39,7.47,1.256,0.56,0.0030,9.0
3,1978,10,3.4,1.60,0.54,0.90,1.72,-3.000,0.017,5.55,7.66,0.685,0.84,0.0020,7.2
3,1978,11,6.4,1.65,0.52,0.79,1.48,-3.000,0.016,5.40,7.07,1.171,0.80,0.0080,6.4
3,1978,12,11.0,1.55,0.42,0.29,1.29,-3.000,0.010,5.52,6.63,0.845,0.83,0.0020,6.6
3,1979,1,76.0,1.39,0.33,0.30,0.80,-3.000,0.012,5.03,5.77,1.595,0.51,0.0050,5.5
3,1979,2,20.0,1.42,0.35,0.14,1.10,-3.000,0.010,5.31,6.25,0.816,0.42,0.0030,5.9
3,1979,3,305.2,1.32,0.29,0.20,0.78,-3.000,0.010,4.91,5.60,1.181,0.66,0.0040,3.9
3,1979,4,200.7,1.19,0.25,0.17,0.69,-3.000,0.015,4.84,5.55,0.550,0.47,0.0060,3.6
3,1979,5,115.9,1.19,0.24,0.13,0.81,-3.000,0.010,5.02,6.06,0.109,0.44,0.0060,4.8
3,1979,6,18.2,1.24,0.26,0.10,0.93,-3.000,0.010,5.14,5.90,0.083,0.47,0.0030,4.4
3,1979,7,3.6,1.35,0.32,0.14,1.31,-3.000,0.015,5.27,6.27,0.453,0.52,0.0030,6.3
3,1979,8,3.8,1.43,0.36,0.16,1.18,-3.000,0.017,5.35,6.19,0.461,0.46,0.0030,6.7
3,1979,9,20.1,1.42,0.33,0.12,1.16,-3.000,0.011,5.29,6.50,0.297,0.48,0.0040,6.1
3,1979,10,97.8,1.33,0.26,0.19,0.86,-3.000,0.019,5.09,5.96,0.067,0.47,0.0030,5.2
3,1979,11,110.9,1.30,0.27,0.15,0.95,-3.000,0.012,4.99,6.17,0.577,0.55,0.0030,5.2
3,1979,12,64.1,1.48,0.30,0.13,1.03,-3.000,0.015,5.09,6.16,1.033,0.57,0.0030,5.7
3,1980,1,30.0,1.54,0.32,0.15,1.10,-3.000,0.014,5.11,6.05,1.601,0.65,0.0020,5.9
3,1980,2,4.0,1.78,0.44,0.21,1.41,-3.000,0.019,5.47,6.69,1.258,0.64,0.0020,8.0
3,1980,3,63.7,1.41,0.34,0.35,0.89,-3.000,0.022,5.05,5.18,2.798,0.61,0.0050,4.5
3,1980,4,216.7,1.37,0.32,0.32,0.78,-3.000,0.021,4.95,5.01,2.666,0.60,0.0060,4.3
3,1980,5,60.2,1.44,0.32,0.24,0.92,-3.000,0.013,5.02,5.73,1.390,0.71,0.0030,5.5
3,1980,6,10.6,1.40,0.35,0.16,1.13,-3.000,0.010,5.18,6.27,0.286,0.67,0.0030,5.8
3,1980,7,3.1,1.52,0.48,0.18,1.51,-3.000,0.016,5.36,6.43,1.062,0.58,0.0030,7.6
3,1980,8,3.0,1.61,0.49,0.21,1.79,-3.000,0.020,5.53,6.60,1.690,0.60,0.0030,8.6
3,1980,9,4.9,1.68,0.43,0.24,1.36,-3.000,0.015,5.43,6.69,1.174,0.51,0.0030,6.8
3,1980,10,32.9,1.44,0.36,0.30,1.04,-3.000,0.015,5.06,6.64,0.466,0.78,0.0010,5.5
3,1980,11,70.1,1.36,0.34,0.14,1.09,-3.000,0.012,5.13,6.28,0.700,0.67,0.0030,5.7
3,1980,12,50.9,1.39,0.31,0.13,0.97,-3.000,0.019,5.04,6.27,0.920,0.63,0.0020,5.3
3,1981,1,8.3,1.49,0.37,0.16,1.30,-3.000,0.045,5.21,6.45,1.106,0.65,0.0020,6.1
3,1981,2,277.0,1.42,0.32,0.26,0.89,-3.000,0.022,4.88,5.69,2.260,0.88,0.0040,4.4
3,1981,3,57.4,1.31,0.31,0.18,0.92,-3.000,0.016,4.96,5.82,1.116,0.76,0.0010,5.2
3,1981,4,112.7,1.30,0.29,0.17,0.95,-3.000,0.011,4.95,6.07,0.619,0.71,0.0010,5.4
3,1981,5,103.1,1.30,0.28,0.19,1.02,-3.000,0.019,4.97,6.20,0.335,0.67,0.0010,5.5
3,1981,6,68.8,1.32,0.29,0.09,1.06,-3.000,0.011,5.04,6.15,0.077,0.65,0.0020,5.4
