ws,year,mo,flow,Ca,Mg,K,Na,Al,NH4,pH,SO4,NO3,Cl,PO4,SiO2
4,1965,11,93.4,1.83,0.43,0.22,1.23,0.122,0.266,5.81,7.17,0.288,0.62,-3.0000,5.6
4,1965,12,35.2,1.92,0.44,0.20,1.31,0.125,0.096,5.90,6.77,0.547,0.58,-3.0000,6.0
4,1966,1,36.7,1.92,0.45,0.20,1.31,0.087,0.123,5.70,6.95,0.787,0.66,-3.0000,5.9
4,1966,2,25.1,1.89,0.45,0.23,1.37,0.081,0.346,6.02,6.50,0.725,0.63,-3.0000,6.2
4,1966,3,129.2,1.85,0.43,0.25,1.18,0.090,0.164,5.79,6.18,1.223,0.62,-3.0000,5.2
4,1966,4,197.7,1.83,0.39,0.22,0.96,0.141,0.053,5.51,6.20,1.471,0.51,-3.0000,4.7
4,1966,5,106.9,1.68,0.37,0.24,0.99,0.149,0.034,5.69,6.14,0.962,0.53,-3.0000,4.9
4,1966,6,36.8,1.75,0.40,0.14,1.26,0.081,0.029,6.03,6.28,0.400,0.65,-3.0000,5.7
4,1966,7,9.4,1.80,0.43,0.09,1.36,0.101,0.041,6.13,6.09,0.232,0.70,-3.0000,7.1
4,1966,8,27.3,1.83,0.45,0.14,1.18,0.158,0.157,5.50,6.73,0.282,0.64,-3.0000,7.0
4,1966,9,22.4,1.74,0.44,0.05,1.34,0.071,0.058,6.10,6.64,0.146,0.51,-3.0000,7.5
4,1966,10,44.8,1.71,0.45,0.29,1.34,0.067,0.056,5.99,6.91,0.107,0.63,-3.0000,7.0
4,1966,11,131.3,1.73,0.40,0.20,1.12,0.076,0.066,5.79,6.73,0.242,0.55,-3.0000,6.5
4,1966,12,58.5,1.68,0.41,0.18,1.15,0.083,0.065,5.78,6.82,0.512,0.55,-3.0000,5.7
4,1967,1,29.9,1.92,0.43,0.18,1.30,0.076,0.034,5.91,6.37,0.816,0.54,-3.0000,6.2
4,1967,2,18.2,1.80,0.44,0.22,1.38,0.097,0.034,6.06,6.32,0.861,0.56,-3.0000,6.5
4,1967,3,50.4,1.83,0.42,0.26,1.24,0.137,0.135,5.78,6.55,1.363,0.56,-3.0000,5.6
4,1967,4,284.7,1.91,0.39,0.30,0.89,0.190,0.066,5.39,6.16,1.721,0.56,-3.0000,4.3
4,1967,5,125.5,1.75,0.37,0.28,1.02,0.101,0.005,5.57,6.02,0.608,0.65,-3.0000,4.9
4,1967,6,25.0,1.70,0.39,0.19,1.28,0.114,0.029,5.74,6.93,0.186,0.77,-3.0000,5.7
4,1967,7,12.2,1.82,0.40,0.12,1.40,0.103,0.051,5.86,4.94,0.187,0.52,-3.0000,6.5
4,1967,8,16.6,2.01,0.39,0.09,1.31,0.130,0.023,5.85,5.89,0.333,0.47,-3.0000,6.0
4,1967,9,27.6,1.88,0.44,0.10,1.54,0.096,0.037,6.15,7.15,0.093,0.53,-3.0000,6.2
4,1967,10,92.9,1.91,0.42,0.24,1.26,0.087,0.069,6.12,7.02,0.133,0.56,-3.0000,5.4
4,1967,11,76.2,1.90,0.43,0.20,1.18,0.102,0.061,5.89,7.22,0.604,0.65,-3.0000,5.1
4,1967,12,80.7,1.90,0.43,0.21,1.14,0.107,0.025,5.69,7.36,1.173,0.57,-3.0000,5.2
4,1968,1,23.4,1.68,0.43,0.22,1.36,0.083,0.018,5.85,7.06,1.134,0.56,-3.0000,6.0
4,1968,2,39.2,1.71,0.44,0.23,1.38,0.072,0.005,6.03,6.47,1.276,0.56,-3.0000,6.1
4,1968,3,207.0,1.83,0.43,0.29,1.17,0.134,0.009,5.60,5.94,2.524,0.56,-3.0000,4.9
4,1968,4,195.2,1.73,0.42,0.37,1.02,0.133,0.041,5.47,5.72,2.152,0.55,-3.0000,4.6
4,1968,5,137.5,1.62,0.40,0.33,1.12,0.107,0.010,5.73,5.98,0.886,0.58,-3.0000,4.9
4,1968,6,106.7,1.62,0.38,0.22,1.10,0.104,0.005,5.71,6.30,0.473,0.52,-3.0000,5.1
4,1968,7,19.1,1.61,0.38,0.14,1.21,0.095,0.005,5.91,6.31,0.366,0.50,-3.0000,6.0
4,1968,8,2.7,1.71,0.36,0.07,1.79,0.068,0.030,6.13,5.62,0.058,0.54,-3.0000,8.1
4,1968,9,3.6,1.86,0.46,0.14,1.92,0.030,0.053,6.25,5.88,0.030,0.55,-3.0000,8.8
4,1968,10,7.7,1.84,0.50,0.41,2.10,0.065,0.037,6.25,6.51,0.042,0.69,-3.0000,8.0
4,1968,11,29.8,1.96,0.49,0.34,1.54,0.081,0.042,5.95,6.72,0.726,0.72,-3.0000,6.3
4,1968,12,51.9,2.13,0.46,0.27,1.28,0.093,0.042,5.82,6.52,1.153,0.64,-3.0000,5.9
4,1969,1,26.5,1.95,0.42,0.24,1.35,0.072,0.050,5.91,6.11,1.166,0.50,-3.0000,6.2
4,1969,2,20.8,1.96,0.43,0.26,1.42,0.058,0.031,5.98,6.39,1.180,0.55,-3.0000,6.4
4,1969,3,64.2,1.96,0.44,0.27,1.18,0.095,0.037,5.92,5.98,1.732,0.60,-3.0000,5.2
4,1969,4,466.8,1.90,0.39,0.27,0.88,0.144,0.028,5.34,5.71,1.828,0.56,-3.0000,3.6
4,1969,5,126.8,1.80,0.35,0.27,1.08,0.127,0.019,5.41,5.90,0.910,0.55,-3.0000,4.1
4,1969,6,21.6,1.80,0.36,0.17,1.18,0.081,0.068,5.84,6.02,0.304,0.49,-3.0000,5.4
4,1969,7,55.7,2.21,0.42,0.26,1.19,0.117,0.056,5.77,6.55,0.627,0.48,-3.0000,5.2
4,1969,8,50.3,2.02,0.37,0.17,1.10,0.094,0.055,5.73,6.17,0.210,0.47,-3.0000,5.0
4,1969,9,7.4,1.85,0.39,0.14,1.43,0.069,0.034,6.12,6.62,0.078,0.46,-3.0000,6.8
4,1969,10,16.5,1.88,0.48,0.48,1.52,0.068,0.075,6.00,7.32,0.479,0.57,-3.0000,6.5
4,1969,11,113.3,2.36,0.47,0.29,1.24,0.105,0.231,5.58,5.59,2.471,0.63,-3.0000,5.4
4,1969,12,129.1,2.46,0.46,0.23,1.19,0.109,0.035,5.46,5.37,3.907,0.58,-3.0000,5.9
4,1970,1,27.7,2.42,0.47,0.25,1.23,0.081,0.026,5.45,5.65,3.955,0.65,-3.0000,6.1
4,1970,2,74.2,2.43,0.47,0.27,1.15,0.119,0.023,5.42,6.05,4.799,0.49,-3.0000,5.5
4,1970,3,35.8,2.32,0.46,0.28,1.22,0.078,0.020,5.60,5.93,3.976,0.45,-3.0000,6.1
4,1970,4,262.8,2.47,0.44,0.30,0.97,0.199,0.077,5.15,5.20,5.317,0.39,-3.0000,4.7
4,1970,5,79.2,2.26,0.40,0.32,1.07,0.168,0.037,5.29,5.16,3.353,0.44,-3.0000,5.2
4,1970,6,10.4,1.80,0.37,0.12,1.35,0.021,0.027,5.72,6.32,1.010,0.57,-3.0000,6.8
4,1970,7,11.1,1.87,0.38,0.08,1.33,-3.000,0.058,5.79,7.08,0.435,0.55,-3.0000,7.0
4,1970,8,14.2,1.94,0.39,0.17,1.42,-3.000,0.075,6.05,7.13,0.196,0.58,-3.0000,8.1
4,1970,9,24.4,1.92,0.41,0.13,1.47,-3.000,0.026,5.99,7.92,0.172,0.50,-3.0000,7.4
4,1970,10,67.0,1.95,0.42,0.30,1.13,-3.000,0.032,5.71,7.82,0.438,0.61,-3.0000,6.7
4,1970,11,75.9,2.43,0.46,0.31,1.20,-3.000,0.067,5.56,6.32,2.604,0.65,-3.0000,6.5
4,1970,12,45.7,2.49,0.48,0.27,1.25,-3.000,0.042,5.67,6.12,3.119,0.73,-3.0000,6.3
4,1971,1,24.4,2.34,0.48,0.27,1.35,-3.000,0.028,5.82,6.43,3.264,0.61,-3.0000,6.5
4,1971,2,36.7,2.16,0.47,0.24,1.30,-3.000,0.017,5.79,6.31,3.552,0.66,-3.0000,7.3
4,1971,3,38.3,2.30,0.47,0.26,1.32,-3.000,0.013,5.74,6.48,3.856,0.64,-3.0000,6.9
4,1971,4,317.2,2.44,0.43,0.30,0.91,-3.000,0.025,5.15,6.22,5.441,0.54,-3.0000,4.8
4,1971,5,149.7,2.21,0.37,0.32,0.85,-3.000,0.007,5.10,5.99,3.294,0.56,-3.0000,4.6
4,1971,6,16.9,1.89,0.38,0.18,1.26,-3.000,0.011,5.80,6.06,1.132,0.58,-3.0000,5.6
4,1971,7,19.0,2.01,0.41,0.17,1.42,-3.000,0.007,5.84,6.11,1.077,0.63,-3.0000,6.6
4,1971,8,26.3,2.10,0.43,0.16,1.49,-3.000,0.011,5.92,5.81,1.530,0.62,-3.0000,6.9
4,1971,9,18.5,2.20,0.47,0.15,1.65,-3.000,0.008,5.93,5.80,2.096,0.61,-3.0000,7.4
4,1971,10,44.6,2.79,0.59,0.28,1.62,-3.000,0.010,5.91,5.64,5.354,0.64,-3.0000,7.2
4,1971,11,24.9,2.83,0.65,0.28,1.64,-3.000,0.008,5.86,5.36,6.763,0.69,-3.0000,7.4
4,1971,12,49.3,3.05,0.67,0.26,1.51,-3.000,0.007,5.70,5.53,7.856,0.56,-3.0000,6.8
4,1972,1,35.3,3.05,0.64,0.27,1.46,-3.000,0.005,5.62,5.21,7.581,0.65,-3.0000,6.9
4,1972,2,26.6,2.93,0.62,0.29,1.51,-3.000,0.005,5.72,5.67,6.359,0.64,-3.0000,7.3
4,1972,3,107.1,3.15,0.65,0.34,1.31,-3.000,0.007,5.51,5.72,9.215,0.61,0.0010,6.5
4,1972,4,268.3,2.92,0.53,0.43,0.99,-3.000,0.009,5.02,5.28,8.417,0.50,0.0010,5.3
4,1972,5,162.4,2.63,0.45,0.49,0.85,-3.000,0.013,4.95,5.38,7.583,0.40,0.0030,4.8
4,1972,6,53.4,2.15,0.40,0.22,1.14,-3.000,0.014,5.51,6.13,3.213,0.41,0.0010,5.8
4,1972,7,64.8,2.06,0.38,0.13,1.15,-3.000,0.040,5.65,6.13,2.447,0.51,0.0010,6.5
4,1972,8,62.1,2.21,0.39,0.17,1.13,-3.000,0.026,5.43,6.30,2.930,0.44,0.0050,7.6
4,1972,9,11.3,1.91,0.40,0.15,1.41,-3.000,0.018,5.85,6.51,2.025,0.51,0.0100,7.9
4,1972,10,35.4,2.18,0.47,0.43,1.48,-3.000,0.024,5.86,6.47,3.211,0.69,0.0010,7.3
4,1972,11,94.2,2.68,0.51,0.44,1.28,-3.000,0.009,5.35,6.07,6.175,0.74,0.0010,6.7
4,1972,12,69.1,2.70,0.50,0.36,1.27,-3.000,0.005,5.18,5.86,6.589,0.61,0.0030,6.7
4,1973,1,103.6,2.61,0.47,0.43,1.16,-3.000,0.010,5.02,5.37,6.662,0.83,0.0020,5.9
4,1973,2,95.2,2.72,0.47,0.43,1.11,-3.000,0.014,5.26,5.19,7.492,0.62,0.0030,6.0
4,1973,3,230.8,2.56,0.44,0.54,1.02,-3.000,0.034,4.93,5.46,7.209,0.64,0.0020,5.4
4,1973,4,114.9,2.32,0.40,0.51,1.03,-3.000,0.026,5.09,5.06,6.305,0.69,0.0010,5.5
4,1973,5,143.4,2.28,0.40,0.49,1.12,-3.000,0.025,5.44,5.71,4.902,0.49,0.0010,6.4
4,1973,6,287.2,2.18,0.35,0.53,0.88,-3.000,0.024,5.18,5.67,3.326,0.40,0.0040,5.2
4,1973,7,92.1,2.24,0.36,0.42,0.93,-3.000,0.026,5.23,5.85,2.834,0.37,0.0030,5.8
4,1973,8,21.7,1.92,0.37,0.18,1.37,-3.000,0.022,6.12,6.08,1.797,0.47,0.0020,7.1
4,1973,9,59.1,2.11,0.43,0.19,1.42,-3.000,0.026,5.97,6.15,2.731,0.47,0.0020,7.4
4,1973,10,50.8,2.33,0.51,0.38,1.40,-3.000,0.030,5.81,5.96,4.263,0.52,0.0040,7.3
4,1973,11,103.2,2.71,0.56,0.45,1.33,-3.000,0.031,5.56,5.68,6.717,0.59,0.0030,7.1
4,1973,12,287.8,2.53,0.48,0.55,0.99,-3.000,0.035,5.14,5.47,7.220,0.52,0.0020,5.6
4,1974,1,60.3,2.59,0.50,0.50,1.09,-3.000,0.021,5.36,5.31,6.653,0.48,0.0010,5.8
4,1974,2,42.6,2.59,0.53,0.48,1.20,-3.000,0.029,5.44,5.48,6.228,0.48,0.0020,6.6
4,1974,3,115.9,2.40,0.48,0.53,0.99,-3.000,0.036,5.40,5.45,5.959,0.46,0.0020,5.8
4,1974,4,260.0,2.13,0.39,0.62,0.84,-3.000,0.035,5.28,5.75,4.557,0.39,0.0020,4.9
4,1974,5,150.3,2.05,0.38,0.59,0.88,-3.000,0.040,5.46,5.71,3.667,0.38,0.0010,5.4
4,1974,6,60.7,1.85,0.35,0.37,0.98,-3.000,0.043,5.69,5.63,2.031,0.34,0.0020,5.5
4,1974,7,28.5,1.68,0.33,0.16,1.14,-3.000,0.028,5.90,5.70,0.876,0.31,0.0060,6.5
4,1974,8,23.4,1.62,0.33,0.14,1.20,-3.000,0.041,5.93,6.29,0.629,0.28,0.0020,7.1
4,1974,9,64.2,1.67,0.35,0.17,1.02,-3.000,0.035,5.94,7.14,0.429,0.24,0.0030,7.2
4,1974,10,43.8,1.83,0.41,0.41,1.14,-3.000,0.026,6.02,6.71,1.106,0.37,0.0020,7.2
4,1974,11,87.4,2.01,0.44,0.45,1.21,-3.000,0.010,5.89,6.17,2.333,0.47,0.0020,6.8
4,1974,12,83.5,2.14,0.45,0.52,1.05,-3.000,0.010,5.58,6.13,3.336,0.51,0.0030,6.5
4,1975,1,31.7,2.14,0.45,0.44,1.23,-3.000,0.010,5.87,5.36,3.135,0.48,0.0030,7.1
4,1975,2,31.1,2.09,0.46,0.42,1.30,-3.000,0.018,6.01,5.58,3.047,0.47,0.0030,7.0
4,1975,3,154.1,2.07,0.42,0.51,1.10,-3.000,0.011,5.72,5.82,3.411,0.55,0.0020,6.1
4,1975,4,233.2,1.88,0.36,0.57,0.92,-3.000,0.019,5.52,5.80,2.837,0.49,0.0020,5.5
4,1975,5,44.5,1.83,0.36,0.57,0.97,-3.000,0.020,5.64,5.81,2.100,0.45,0.0020,6.0
4,1975,6,106.2,1.69,0.33,0.27,1.02,-3.000,0.011,5.85,6.29,0.676,0.36,0.0040,6.8
4,1975,7,89.3,1.67,0.31,0.22,0.96,-3.000,0.017,5.78,6.30,0.521,0.29,0.0050,6.5
4,1975,8,17.4,1.66,0.33,0.15,1.32,-3.000,0.010,6.07,5.95,0.098,0.34,0.0040,7.6
4,1975,9,86.4,1.80,0.36,0.28,1.15,-3.000,0.023,5.83,6.20,0.855,0.34,0.0030,7.9
4,1975,10,125.3,1.85,0.37,0.50,1.09,-3.000,0.010,5.75,6.09,1.271,0.41,0.0030,7.2
4,1975,11,115.3,1.81,0.36,0.62,1.16,-3.000,0.020,5.93,5.99,2.222,0.49,0.0070,6.8
4,1975,12,51.6,2.07,0.41,0.52,1.16,-3.000,0.020,5.91,5.85,2.755,0.47,0.0040,6.5
4,1976,1,65.9,1.98,0.41,0.56,1.10,-3.000,0.014,5.69,5.84,3.608,0.49,0.0030,6.1
4,1976,2,94.4,1.86,0.39,0.56,1.06,-3.000,0.016,5.77,5.66,3.333,0.44,0.0020,6.3
4,1976,3,243.5,1.79,0.35,0.67,0.88,-3.000,0.014,5.60,5.82,3.043,0.37,0.0010,5.7
4,1976,4,164.4,1.57,0.31,0.72,0.81,-3.000,0.011,5.61,6.02,1.943,0.32,0.0030,5.3
4,1976,5,159.5,1.56,0.30,0.69,0.85,-3.000,0.019,5.65,5.65,1.240,0.27,0.0050,5.8
4,1976,6,24.5,1.58,0.31,0.26,1.09,-3.000,0.012,6.07,5.84,0.197,0.25,0.0040,6.3
4,1976,7,19.7,1.53,0.31,0.17,1.21,-3.000,0.012,6.12,6.00,0.051,0.22,0.0050,7.2
4,1976,8,57.7,1.49,0.36,0.22,1.10,-3.000,0.007,6.06,5.71,0.014,0.19,0.0040,7.3
4,1976,9,46.9,1.58,0.32,0.36,1.17,-3.000,0.009,5.95,6.08,0.131,0.29,0.0050,7.5
4,1976,10,159.5,1.55,0.31,0.69,1.02,-3.000,0.012,5.97,5.91,0.279,0.39,0.0030,6.9
4,1976,11,76.8,1.63,0.33,0.54,1.04,-3.000,0.011,5.84,5.87,0.599,0.44,0.0010,7.2
4,1976,12,44.8,1.76,0.37,0.50,1.14,-3.000,0.014,5.85,5.80,1.440,0.49,0.0040,5.0
4,1977,1,15.1,1.64,0.39,0.44,1.33,-3.000,0.009,6.00,5.59,1.188,0.55,0.0030,7.7
4,1977,2,13.1,1.67,0.37,0.43,1.45,-3.000,0.005,5.99,5.70,1.005,0.43,0.0050,8.6
4,1977,3,307.2,1.44,0.29,0.76,0.85,-3.000,0.005,5.59,5.72,1.762,0.31,0.0060,6.0
4,1977,4,157.0,1.34,0.26,0.71,0.81,-3.000,0.006,5.72,5.39,0.980,0.26,0.0040,6.0
4,1977,5,26.3,1.39,0.29,0.64,1.08,-3.000,0.006,6.03,5.46,0.395,0.31,0.0050,7.8
4,1977,6,27.2,1.49,0.33,0.29,1.27,-3.000,0.006,6.14,5.74,0.043,0.41,0.0030,7.3
4,1977,7,7.5,1.43,0.38,0.19,1.47,-3.000,0.005,6.25,6.20,0.137,0.31,0.0050,8.3
4,1977,8,8.5,1.66,0.39,0.14,1.58,-3.000,0.005,6.23,6.19,0.031,0.20,0.0050,9.7
4,1977,9,64.8,1.70,0.33,0.36,1.15,-3.000,0.013,5.84,6.11,0.010,0.19,0.0060,7.7
4,1977,10,191.2,1.61,0.30,0.51,0.94,-3.000,0.007,5.73,5.78,0.018,0.27,0.0090,7.1
4,1977,11,73.4,1.63,0.33,0.50,1.11,-3.000,0.015,5.91,6.15,0.148,0.42,0.0040,7.6
4,1977,12,80.5,1.61,0.34,0.43,1.06,-3.000,0.007,5.90,5.92,0.288,0.37,0.0090,7.1
4,1978,1,178.8,1.49,0.30,0.84,0.75,-3.000,0.005,5.48,5.29,0.625,0.41,0.0090,5.0
4,1978,2,29.5,1.55,0.32,0.50,1.02,-3.000,0.005,5.85,5.83,0.435,0.32,0.0050,6.7
4,1978,3,35.2,1.57,0.34,0.48,1.18,-3.000,0.007,5.95,5.67,0.563,0.41,0.0040,7.1
4,1978,4,258.7,1.47,0.29,0.57,0.80,-3.000,0.010,5.78,5.28,0.374,0.31,0.0020,5.7
4,1978,5,87.3,1.45,0.27,0.63,0.90,-3.000,0.010,5.94,5.59,0.057,0.29,0.0040,6.0
4,1978,6,85.6,1.56,0.31,0.32,0.98,-3.000,0.010,6.10,5.46,0.022,0.23,0.0040,6.7
4,1978,7,4.4,1.81,0.39,0.20,1.34,-3.000,0.010,6.13,6.02,0.041,0.29,0.0030,7.3
4,1978,8,2.4,1.89,0.43,0.18,1.74,-3.000,0.010,6.10,6.16,0.023,0.33,0.0040,8.8
4,1978,9,1.1,2.13,0.51,0.24,2.07,-3.000,0.010,6.13,6.23,0.010,0.40,0.0060,9.9
4,1978,10,9.6,1.83,0.46,0.74,1.69,-3.000,0.013,5.97,7.28,0.010,0.73,0.0040,7.8
4,1978,11,11.4,1.70,0.45,0.68,1.61,-3.000,0.016,5.79,7.07,0.021,0.74,0.0050,7.9
4,1978,12,13.6,1.61,0.41,0.37,1.55,-3.000,0.010,6.03,6.57,0.030,0.65,0.0060,9.0
4,1979,1,74.5,1.57,0.36,0.46,1.03,-3.000,0.015,5.80,5.77,0.341,0.47,0.0080,6.4
4,1979,2,24.6,1.57,0.38,0.36,1.28,-3.000,0.010,6.06,6.15,0.167,0.31,0.0040,7.4
4,1979,3,347.7,1.48,0.29,0.58,0.77,-3.000,0.017,5.53,5.17,0.210,0.48,0.0070,4.7
4,1979,4,180.5,1.47,0.28,0.54,0.78,-3.000,0.010,5.39,5.15,0.051,0.37,0.0070,4.9
4,1979,5,115.1,1.46,0.29,0.47,0.92,-3.000,0.016,5.95,5.81,0.039,0.27,0.0050,6.4
4,1979,6,23.0,1.50,0.29,0.31,0.97,-3.000,0.010,6.01,5.77,0.052,0.24,0.0040,5.4
4,1979,7,6.7,1.73,0.35,0.22,1.22,-3.000,0.011,6.02,5.68,0.021,0.25,0.0040,6.6
4,1979,8,8.9,1.75,0.36,0.17,1.27,-3.000,0.017,5.95,5.95,0.010,0.27,0.0030,8.2
4,1979,9,25.2,1.73,0.38,0.19,1.39,-3.000,0.015,6.01,6.08,0.010,0.37,0.0050,8.3
4,1979,10,102.0,1.64,0.31,0.54,1.07,-3.000,0.017,5.75,5.83,0.010,0.43,0.0030,7.4
4,1979,11,111.1,1.65,0.32,0.56,1.09,-3.000,0.010,5.90,6.17,0.021,0.55,0.0040,7.0
4,1979,12,66.4,1.69,0.35,0.57,1.15,-3.000,0.012,5.73,6.45,0.167,0.59,0.0030,7.6
4,1980,1,27.8,1.82,0.37,0.55,1.23,-3.000,0.011,5.69,6.45,0.365,0.60,0.0030,7.8
4,1980,2,4.1,2.10,0.47,0.54,1.49,-3.000,0.024,5.87,6.56,0.463,0.52,0.0040,9.2
4,1980,3,79.2,1.49,0.35,0.86,0.77,-3.000,0.036,5.56,4.61,1.075,0.53,0.0100,4.7
4,1980,4,205.3,1.52,0.34,1.04,0.74,-3.000,0.026,5.49,4.76,0.806,0.59,0.0120,5.0
4,1980,5,65.6,1.60,0.35,0.92,0.94,-3.000,0.019,5.59,5.68,0.187,0.71,0.0060,6.4
4,1980,6,14.3,1.64,0.38,0.48,1.14,-3.000,0.014,5.77,6.01,0.010,0.47,0.0030,6.5
4,1980,7,3.4,1.87,0.49,0.25,1.45,-3.000,0.013,5.82,5.94,0.010,0.38,0.0040,8.4
4,1980,8,3.0,1.96,0.49,0.19,1.60,-3.000,0.018,6.02,6.05,0.010,0.39,0.0030,10.3
4,1980,9,10.0,1.91,0.44,0.21,1.50,-3.000,0.016,5.84,6.96,0.010,0.37,0.0020,8.1
4,1980,10,40.5,1.79,0.42,0.53,1.32,-3.000,0.022,5.57,7.00,0.010,0.62,0.0020,8.0
4,1980,11,69.6,1.65,0.40,0.42,1.26,-3.000,0.021,5.59,6.50,0.017,0.62,0.0020,7.9
4,1980,12,51.9,1.79,0.38,0.45,1.10,-3.000,0.017,5.49,6.43,0.031,0.57,0.0020,7.2
4,1981,1,9.8,1.72,0.42,0.49,1.40,-3.000,0.040,5.67,6.52,0.275,0.61,0.0070,7.7
4,1981,2,273.3,1.60,0.36,0.79,0.92,-3.000,0.036,5.40,5.63,0.476,0.87,0.0100,5.4
4,1981,3,62.9,1.53,0.35,0.63,0.95,-3.000,0.016,5.51,5.77,0.132,0.67,0.0010,6.5
4,1981,4,123.9,1.59,0.34,0.66,0.95,-3.000,0.013,5.48,5.86,0.063,0.61,0.0010,6.4
4,1981,5,106.8,1.61,0.34,0.78,1.01,-3.000,0.015,5.23,5.94,0.010,0.50,0.0010,6.6
4,1981,6,62.9,1.74,0.37,0.37,1.12,-3.000,0.015,5.63,5.89,0.010,0.38,0.0010,7.1
4,1981,7,88.0,1.76,0.36,0.25,1.10,-3.000,0.018,5.60,5.83,0.010,0.38,0.0050,7.8
4,1981,8,83.3,1.72,0.33,0.27,0.94,-3.000,0.018,5.58,5.77,0.010,0.28,0.0080,7.6
4,1981,9,47.3,1.73,0.38,0.33,1.21,-3.000,0.015,5.97,5.98,0.019,0.42,0.0050,8.1
4,1981,10,160.8,1.64,0.35,0.66,0.96,-3.000,0.022,5.69,6.18,0.010,0.57,0.0050,7.0
4,1981,11,63.3,1.63,0.35,0.48,1.06,-3.000,0.015,5.87,6.26,0.032,0.51,0.0060,8.1
4,1981,12,34.5,1.60,0.36,0.39,1.13,-3.000,0.012,5.97,6.17,0.131,0.47,0.0050,8.9
4,1982,1,37.8,1.58,0.36,0.39,1.11,-3.000,0.015,5.89,6.00,0.232,0.42,0.0060,9.5
