ws,year,mo,precip,Ca,Mg,K,Na,Al,NH4,pH,SO4,NO3,Cl,PO4,SiO2
5,1981,11,70.8,0.05,0.02,0.05,0.05,-3.000,0.177,4.34,1.82,1.550,0.13,0.0130,-3.0
5,1981,12,141.3,0.02,0.01,0.01,0.02,-3.000,0.042,4.64,0.63,0.970,0.06,0.0090,-3.0
5,1982,1,125.7,0.03,0.01,0.01,0.04,-3.000,0.056,4.59,0.72,1.068,0.11,0.0060,-3.0
5,1982,2,73.8,0.04,0.02,0.01,0.06,-3.000,0.068,4.42,1.20,1.743,0.13,0.0060,-3.0
5,1982,3,112.4,0.10,0.02,0.01,0.09,-3.000,0.157,4.27,2.11,1.801,0.13,0.0070,-3.0
5,1982,4,112.0,0.25,0.05,0.03,0.10,-3.000,0.322,4.20,2.52,3.116,0.20,0.0200,-3.0
5,1982,5,30.8,0.17,0.06,0.34,0.02,-3.000,0.278,4.29,2.69,1.290,0.13,0.7840,-3.0
5,1982,6,160.8,0.05,0.02,0.07,0.04,-3.000,0.175,4.40,1.84,1.138,0.09,0.0120,-3.0
5,1982,7,75.7,0.06,0.02,0.05,0.03,-3.000,0.176,3.93,2.71,1.357,0.12,0.0170,-3.0
5,1982,8,73.4,0.07,0.02,0.05,0.03,-3.000,0.270,4.16,3.01,1.872,0.11,0.0330,-3.0
5,1982,9,112.3,0.03,0.01,0.03,0.02,-3.000,0.229,4.15,3.20,1.268,0.08,0.0150,-3.0
5,1982,10,51.5,0.07,0.12,0.18,0.03,-3.000,0.242,4.13,2.73,1.780,0.11,0.0200,-3.0
5,1982,11,147.7,0.06,0.04,0.05,0.24,-3.000,0.144,4.32,2.08,1.764,0.31,0.0080,-3.0
5,1982,12,72.7,0.07,0.02,0.05,0.09,-3.000,0.170,4.31,1.93,1.599,0.22,0.0280,-3.0
5,1983,1,129.5,0.04,0.02,0.03,0.07,-3.000,0.070,4.73,0.76,0.604,0.13,0.0100,-3.0
5,1983,2,91.4,0.04,0.02,0.02,0.18,-3.000,0.221,4.19,2.86,1.443,0.27,0.0090,-3.0
5,1983,3,147.7,0.04,0.01,0.01,0.07,-3.000,0.067,4.72,0.83,0.528,0.16,0.0060,-3.0
5,1983,4,122.6,0.10,0.03,0.04,0.15,-3.000,0.283,4.26,2.40,1.634,0.21,0.0200,-3.0
5,1983,5,196.7,0.13,0.03,0.06,0.07,-3.000,0.376,4.21,3.15,1.957,0.16,0.0380,-3.0
5,1983,6,34.5,0.16,0.03,0.13,0.01,-3.000,0.242,4.24,2.93,1.553,0.09,0.0370,-3.0
5,1983,7,75.9,0.12,0.03,0.04,0.02,-3.000,0.234,4.23,2.64,1.170,0.12,0.0190,-3.0
5,1983,8,154.7,0.04,0.01,0.02,0.01,-3.000,0.181,4.21,2.57,1.233,0.07,0.0080,-3.0
5,1983,9,46.6,0.08,0.03,0.05,0.13,-3.000,0.147,4.46,1.86,0.798,0.24,0.0130,-3.0
5,1983,10,98.9,0.16,0.04,0.10,0.25,-3.000,0.049,4.54,1.02,0.621,0.35,0.0070,-3.0
5,1983,11,212.0,0.02,0.01,0.02,0.05,-3.000,0.074,4.45,1.16,0.980,0.09,0.0100,-3.0
5,1983,12,211.6,0.05,0.02,0.02,0.08,-3.000,0.031,4.68,0.63,0.650,0.16,0.0040,-3.0
5,1984,1,57.3,0.07,0.01,0.02,0.07,-3.000,0.129,4.25,1.52,2.296,0.18,0.0120,-3.0
5,1984,2,126.3,0.12,0.03,0.03,0.15,-3.000,0.146,4.29,1.79,1.713,0.26,0.0070,-3.0
5,1984,3,127.9,0.09,0.02,0.03,0.05,-3.000,0.025,4.61,0.70,0.725,0.11,0.0090,-3.0
5,1984,4,142.6,0.08,0.03,0.03,0.11,-3.000,0.123,4.38,1.49,0.962,0.21,0.0220,-3.0
5,1984,5,308.6,0.03,0.01,0.09,0.01,-3.000,0.044,4.86,0.49,0.376,0.06,0.0290,-3.0
5,1984,6,182.5,0.07,0.02,0.07,0.04,-3.000,0.260,4.28,2.62,1.249,0.11,0.0160,-3.0
5,1984,7,142.2,0.07,0.02,0.02,0.03,-3.000,0.284,4.06,3.91,1.982,0.12,0.0100,-3.0
5,1984,8,34.8,0.10,0.02,0.04,0.04,-3.000,0.336,3.82,6.34,3.481,0.16,0.0140,-3.0
5,1984,9,39.0,0.12,0.02,0.06,0.08,-3.000,0.255,4.24,2.81,1.583,0.13,0.0190,-3.0
5,1984,10,86.4,0.12,0.03,0.16,0.06,-3.000,0.193,4.31,2.23,1.808,0.11,0.0230,-3.0
5,1984,11,118.3,0.02,0.02,0.03,0.14,-3.000,0.065,4.52,1.02,0.842,0.24,0.0070,-3.0
5,1984,12,113.7,0.03,0.01,0.02,0.06,-3.000,0.061,4.63,0.72,0.835,0.10,0.0080,-3.0
5,1985,1,67.2,0.04,0.02,0.05,0.10,-3.000,0.128,4.15,1.06,4.137,0.25,0.0120,-3.0
5,1985,2,90.5,0.04,0.02,0.04,0.11,-3.000,0.101,4.29,1.75,1.688,0.24,0.0200,-3.0
5,1985,3,111.5,0.08,0.01,0.02,0.04,-3.000,0.157,4.52,1.27,1.178,0.11,0.0140,-3.0
5,1985,4,69.0,0.22,0.05,0.04,0.10,-3.000,0.405,4.25,2.99,2.310,0.24,0.0230,-3.0
5,1985,5,106.3,0.20,0.04,0.05,0.07,-3.000,0.406,4.13,3.82,2.307,0.17,0.0170,-3.0
5,1985,6,127.3,0.10,0.02,0.04,0.04,-3.000,0.262,4.24,2.97,1.524,0.13,0.0150,-3.0
5,1985,7,56.2,0.11,0.03,0.03,0.08,-3.000,0.052,4.31,2.03,0.968,0.15,0.0160,-3.0
5,1985,8,88.4,0.05,0.01,0.02,0.05,-3.000,0.198,4.09,3.57,1.866,0.11,0.0140,-3.0
5,1985,9,153.0,0.03,0.01,0.02,0.04,-3.000,0.026,4.79,0.62,0.381,0.11,0.0090,-3.0
5,1985,10,116.5,0.05,0.01,0.05,0.04,-3.000,0.182,4.17,2.70,1.709,0.12,0.0130,-3.0
5,1985,11,139.8,0.07,0.02,0.01,0.05,-3.000,0.076,4.52,0.88,1.402,0.11,0.0060,-3.0
5,1985,12,91.0,0.06,0.02,0.02,0.12,-3.000,0.185,4.31,1.16,2.604,0.24,0.0160,-3.0
5,1986,1,219.1,0.02,0.02,0.01,0.04,-3.000,0.041,4.76,0.52,0.509,0.10,0.0110,-3.0
5,1986,2,79.9,0.02,0.01,0.01,0.07,-3.000,0.044,4.44,1.13,1.127,0.15,0.0110,-3.0
5,1986,3,132.9,0.09,0.02,0.02,0.06,-3.000,0.209,4.27,2.15,1.847,0.13,0.0150,-3.0
5,1986,4,62.4,0.10,0.03,0.03,0.12,-3.000,0.235,4.15,3.16,2.067,0.24,0.0150,-3.0
5,1986,5,130.7,0.12,0.03,0.07,0.08,-3.000,0.302,4.44,1.87,1.372,0.16,0.0310,-3.0
5,1986,6,88.1,0.16,0.04,0.11,0.02,-3.000,0.246,4.24,2.92,1.475,0.11,0.0290,-3.0
5,1986,7,149.3,0.03,0.01,0.02,0.01,-3.000,0.112,4.29,2.05,1.230,0.06,0.0500,-3.0
5,1986,8,175.6,0.03,0.01,0.01,0.02,-3.000,0.350,4.05,4.10,1.858,0.10,0.0200,-3.0
5,1986,9,98.8,0.04,0.01,0.02,0.05,-3.000,0.185,4.09,3.12,1.835,0.14,0.0160,-3.0
5,1986,10,64.1,0.06,0.02,0.03,0.04,-3.000,0.191,4.23,2.65,1.628,0.08,0.0150,-3.0
5,1986,11,136.5,0.03,0.01,0.01,0.05,-3.000,0.078,4.46,1.04,1.100,0.13,0.0120,-3.0
5,1986,12,112.3,0.01,0.02,0.01,0.09,-3.000,0.070,4.67,0.66,0.630,0.17,0.0080,-3.0
5,1987,1,101.1,0.02,0.01,0.01,0.05,-3.000,0.138,4.41,0.96,1.665,0.12,0.0140,-3.0
5,1987,2,12.7,0.13,0.03,0.02,0.34,-3.000,0.196,4.12,1.13,4.766,0.62,0.0120,-3.0
5,1987,3,171.8,0.03,0.02,0.01,0.08,-3.000,0.037,4.70,0.68,0.499,0.21,0.0110,-3.0
5,1987,4,78.7,0.04,0.02,0.02,0.11,-3.000,0.072,4.69,0.70,0.590,0.27,0.0220,-3.0
5,1987,5,89.8,0.09,0.03,0.07,0.04,-3.000,0.314,4.34,2.57,0.997,0.08,0.0160,-3.0
5,1987,6,197.6,0.10,0.01,0.05,0.04,-3.000,0.222,4.42,1.72,0.935,0.13,0.0210,-3.0
5,1987,7,73.3,0.06,0.02,0.03,0.02,-3.000,0.325,4.14,3.42,1.596,0.10,0.0390,-3.0
5,1987,8,112.5,0.04,0.01,0.02,0.02,-3.000,0.219,4.21,2.68,1.296,0.06,0.0210,-3.0
5,1987,9,162.9,0.04,0.03,0.04,0.17,-3.000,0.060,4.46,1.28,0.810,0.32,0.0180,-3.0
5,1987,10,111.4,0.13,0.04,0.19,0.15,-3.000,0.220,4.19,2.26,2.202,0.31,0.0460,-3.0
5,1987,11,119.6,0.08,0.04,0.05,0.19,-3.000,0.263,4.23,2.05,1.959,0.36,0.0240,-3.0
5,1987,12,66.4,0.07,0.01,0.02,0.07,-3.000,0.199,4.24,1.47,2.485,0.15,0.0280,-3.0
5,1988,1,66.9,0.10,0.02,0.02,0.07,-3.000,0.091,4.51,0.87,1.368,0.29,0.0140,-3.0
5,1988,2,88.4,0.06,0.02,0.01,0.09,-3.000,0.080,4.59,0.76,0.975,0.17,0.0290,-3.0
5,1988,3,50.8,0.19,0.06,0.04,0.25,-3.000,0.407,4.06,2.80,4.138,0.43,0.1010,-3.0
5,1988,4,104.2,0.12,0.03,0.03,0.10,-3.000,0.327,4.16,2.86,2.365,0.22,0.0380,-3.0
5,1988,5,96.6,0.11,0.04,0.17,0.04,-3.000,0.261,4.21,2.44,1.749,0.20,0.0540,-3.0
5,1988,6,67.4,0.30,0.05,0.05,0.03,-3.000,0.402,4.22,2.75,2.179,0.15,0.0300,-3.0
5,1988,7,113.0,0.09,0.02,0.03,0.01,-3.000,0.234,4.10,3.21,1.502,0.11,0.0240,-3.0
5,1988,8,143.9,0.08,0.02,0.03,0.03,-3.000,0.095,4.29,1.84,0.905,0.09,0.0140,-3.0
5,1988,9,73.6,0.05,0.02,0.03,0.04,-3.000,0.237,4.22,2.48,1.615,0.11,0.0150,-3.0
5,1988,10,56.7,0.15,0.04,0.08,0.15,-3.000,0.662,3.99,3.99,3.887,0.29,0.0410,-3.0
5,1988,11,145.5,0.03,0.03,0.07,0.13,-3.000,0.079,4.46,1.18,2.542,0.25,0.0070,-3.0
5,1988,12,66.6,0.11,0.03,0.04,0.16,-3.000,0.163,4.43,1.40,1.427,0.26,0.0060,-3.0
5,1989,1,71.2,0.11,0.04,0.03,0.29,-3.000,0.297,4.23,1.87,3.050,0.55,0.0060,-3.0
5,1989,2,69.2,0.04,0.01,0.01,0.07,-3.000,0.167,4.37,1.41,2.052,0.14,0.0060,-3.0
5,1989,3,88.7,0.18,0.04,0.03,0.14,-3.000,0.220,4.24,2.60,2.033,0.20,0.0070,-3.0
5,1989,4,100.3,0.06,0.01,0.01,0.05,-3.000,0.250,4.24,1.95,1.712,0.11,0.0060,-3.0
5,1989,5,204.3,0.06,0.02,0.05,0.06,-3.000,0.127,4.41,1.66,0.898,0.13,0.0130,-3.0
5,1989,6,157.0,0.06,0.01,0.05,0.02,-3.000,0.296,4.27,2.40,1.489,0.09,0.0310,-3.0
5,1989,7,74.1,0.19,0.03,0.04,0.02,-3.000,0.651,4.18,3.75,1.942,0.12,0.0110,-3.0
5,1989,8,139.5,0.02,0.01,0.03,0.04,-3.000,0.297,4.24,2.70,1.352,0.09,0.0070,-3.0
5,1989,9,131.7,0.08,0.06,0.05,0.19,-3.000,0.151,4.22,2.38,1.606,0.35,0.0260,-3.0
5,1989,10,192.7,0.09,0.04,0.16,0.08,-3.000,0.072,4.50,1.02,0.917,0.17,0.0160,-3.0
5,1989,11,164.8,0.10,0.03,0.05,0.16,-3.000,0.149,4.41,1.39,1.688,0.31,0.0140,-3.0
5,1989,12,70.5,0.09,0.01,0.04,0.09,-3.000,0.122,4.30,1.20,2.446,0.19,0.0160,-3.0
5,1990,1,154.4,0.05,0.01,0.03,0.06,-3.000,0.210,4.28,1.62,1.826,0.16,0.0110,-3.0
5,1990,2,94.5,0.06,0.01,0.02,0.07,-3.000,0.124,4.34,1.06,1.617,0.21,0.0100,-3.0
5,1990,3,81.9,0.10,0.03,0.02,0.10,-3.000,0.229,4.31,2.02,1.324,0.21,0.0130,-3.0
5,1990,4,103.2,0.19,0.04,0.07,0.12,-3.000,0.449,4.03,3.76,2.591,0.21,0.0660,-3.0
5,1990,5,162.9,0.12,0.03,0.05,0.07,-3.000,0.183,4.42,1.65,1.093,0.19,0.0410,-3.0
5,1990,6,204.6,0.11,0.03,0.08,0.02,-3.000,0.383,4.24,2.75,1.761,0.12,0.0520,-3.0
5,1990,7,77.8,0.28,0.05,0.06,0.06,-3.000,0.478,4.21,3.58,1.925,0.15,0.0330,-3.0
5,1990,8,324.9,0.01,0.01,0.04,0.03,-3.000,0.081,4.40,1.39,0.791,0.09,0.0090,-3.0
5,1990,9,116.5,0.06,0.02,0.03,0.09,-3.000,0.389,4.06,3.91,2.710,0.21,0.0080,-3.0
5,1990,10,197.1,0.05,0.03,0.06,0.16,-3.000,0.171,4.44,1.77,1.187,0.28,0.0130,-3.0
5,1990,11,107.1,0.05,0.01,0.02,0.07,-3.000,0.125,4.41,1.56,1.158,0.08,0.0080,-3.0
5,1990,12,170.9,0.04,0.01,0.02,0.08,-3.000,0.073,4.50,1.16,0.978,0.07,0.0070,-3.0
5,1991,1,91.0,0.07,0.02,0.01,0.13,-3.000,0.153,4.37,1.33,1.832,0.21,0.0160,-3.0
5,1991,2,51.8,0.08,0.02,0.01,0.08,-3.000,0.208,4.22,1.96,2.374,0.14,0.0130,-3.0
5,1991,3,119.0,0.10,0.03,0.02,0.09,-3.000,0.176,4.35,1.67,1.535,0.10,0.0170,-3.0
5,1991,4,98.3,0.15,0.04,0.10,0.07,-3.000,0.362,4.12,3.19,2.146,0.17,0.0290,-3.0
5,1991,5,91.8,0.13,0.06,0.16,0.05,-3.000,0.615,4.27,2.90,1.864,0.17,0.1100,-3.0
5,1991,6,50.5,0.22,0.05,0.07,0.03,-3.000,0.430,4.33,2.92,1.868,0.09,0.0060,-3.0
5,1991,7,110.9,0.11,0.01,0.04,0.03,-3.000,0.350,4.23,2.79,1.769,0.09,0.0140,-3.0
5,1991,8,284.2,0.05,0.01,0.01,0.01,-3.000,0.113,4.46,1.48,0.797,0.02,0.0080,-3.0
5,1991,9,116.6,0.05,0.01,0.03,0.04,-3.000,0.186,4.30,1.94,1.133,0.07,0.0170,-3.0
5,1991,10,161.6,0.09,0.03,0.07,0.12,-3.000,0.270,4.18,2.67,1.624,0.20,0.0130,-3.0
5,1991,11,89.8,0.07,0.01,0.03,0.04,-3.000,0.085,4.53,0.93,0.974,0.07,0.0050,-3.0
5,1991,12,116.8,0.04,0.01,0.06,0.05,-3.000,0.150,4.33,1.07,2.179,0.10,0.0040,-3.0
5,1992,1,92.9,0.04,0.02,0.05,0.11,-3.000,0.064,4.50,1.02,1.019,0.20,0.0060,-3.0
5,1992,2,104.1,0.03,0.02,0.01,0.12,-3.000,0.225,4.29,1.39,2.555,0.24,0.0100,-3.0
5,1992,3,125.1,0.07,0.06,0.02,0.33,-3.000,0.183,4.21,2.31,1.648,0.52,0.0080,-3.0
5,1992,4,92.5,0.14,0.04,0.03,0.09,-3.000,0.387,4.11,2.95,2.068,0.28,0.0160,-3.0
5,1992,5,62.3,0.17,0.07,0.18,0.21,-3.000,0.297,4.40,2.15,1.810,0.38,0.0560,-3.0
5,1992,6,75.5,0.06,0.03,0.08,0.10,-3.000,0.138,4.25,2.35,1.543,0.18,0.0120,-3.0
5,1992,7,164.2,0.07,0.02,0.03,0.03,-3.000,0.228,4.25,2.41,1.552,0.08,0.0090,-3.0
5,1992,8,153.6,0.05,0.02,0.03,0.07,-3.000,0.284,4.09,3.48,1.823,0.15,0.0080,-3.0
5,1992,9,137.2,0.02,0.01,0.03,0.06,-3.000,0.116,4.46,1.38,0.977,0.12,0.0080,-3.0
5,1992,10,75.2,0.13,0.05,0.22,0.20,-3.000,0.334,4.14,2.68,2.920,0.39,0.0150,-3.0
5,1992,11,166.3,0.02,0.01,0.01,0.05,-3.000,0.108,4.43,1.19,0.998,0.10,0.0020,-3.0
5,1992,12,61.0,0.10,0.02,0.05,0.14,-3.000,0.291,4.26,1.86,2.351,0.24,0.0020,-3.0
5,1993,1,104.3,0.03,0.01,0.01,0.08,-3.000,0.114,4.45,0.87,1.428,0.12,0.0010,-3.0
5,1993,2,90.2,0.06,0.01,0.02,0.08,-3.000,0.133,4.57,0.68,1.495,0.21,0.0030,-3.0
5,1993,3,148.2,0.06,0.03,0.02,0.20,-3.000,0.128,4.32,1.10,1.844,0.35,0.0040,-3.0
5,1993,4,130.8,0.08,0.04,0.03,0.27,-3.000,0.129,4.43,1.37,0.949,0.43,0.0050,-3.0
5,1993,5,68.1,0.26,0.05,0.15,0.06,-3.000,1.023,3.94,5.65,3.335,0.21,0.0320,-3.0
5,1993,6,92.6,0.07,0.02,0.11,0.05,-3.000,0.238,4.16,2.75,1.906,0.15,0.0140,-3.0
5,1993,7,120.1,0.10,0.02,0.03,0.04,-3.000,0.234,4.19,2.53,1.704,0.11,0.0050,-3.0
5,1993,8,124.0,0.05,0.01,0.03,0.06,-3.000,0.337,4.06,4.00,1.784,0.10,0.0010,-3.0
5,1993,9,132.2,0.04,0.01,0.02,0.04,-3.000,0.171,4.16,2.77,1.367,0.09,0.0020,-3.0
5,1993,10,102.8,0.09,0.02,0.08,0.07,-3.000,0.214,4.34,1.82,1.653,0.13,0.0060,-3.0
5,1993,11,149.9,0.08,0.08,0.05,0.64,-3.000,0.147,4.42,1.56,1.749,1.18,0.0030,-3.0
5,1993,12,101.8,0.04,0.02,0.02,0.11,-3.000,0.200,4.32,1.36,2.283,0.19,0.0040,-3.0
5,1994,1,146.7,0.02,0.01,0.01,0.04,-3.000,0.040,4.62,0.36,1.164,0.13,0.0030,-3.0
5,1994,2,48.7,0.23,0.03,0.03,0.23,-3.000,0.079,4.35,0.96,2.264,0.39,0.0060,-3.0
5,1994,3,151.8,0.05,0.01,0.01,0.05,-3.000,0.139,4.51,1.08,1.258,0.10,0.0060,-3.0
5,1994,4,115.6,0.19,0.03,0.06,0.09,-3.000,0.581,4.07,3.65,2.942,0.18,0.0430,-3.0
5,1994,5,99.3,0.21,0.05,0.11,0.04,-3.000,0.651,4.14,3.41,3.023,0.15,0.0580,-3.0
5,1994,6,109.5,0.14,0.04,0.18,0.10,-3.000,0.431,4.17,3.33,2.236,0.23,0.0220,-3.0
5,1994,7,129.5,0.03,0.01,0.02,0.03,-3.000,0.239,4.14,3.21,1.593,0.08,0.0050,-3.0
5,1994,8,98.4,0.04,0.01,0.02,0.01,-3.000,0.169,4.38,1.91,0.913,0.06,0.0060,-3.0
5,1994,9,138.7,0.04,0.01,0.02,0.02,-3.000,0.188,4.42,1.65,0.996,0.10,0.0030,-3.0
5,1994,10,30.4,0.09,0.02,0.08,0.08,-3.000,0.461,3.82,3.72,5.635,0.22,0.0050,-3.0
5,1994,11,90.9,0.06,0.02,0.05,0.09,-3.000,0.119,4.44,1.25,1.153,0.16,0.0050,-3.0
5,1994,12,86.7,0.04,0.02,0.03,0.10,-3.000,0.081,4.43,1.15,1.317,0.17,0.0010,-3.0
5,1995,1,123.5,0.03,0.03,0.02,0.20,-3.000,0.079,4.38,0.99,1.641,0.37,0.0020,-3.0
5,1995,2,91.5,0.09,0.02,0.03,0.13,-3.000,0.178,4.32,1.16,2.316,0.21,0.0020,-3.0
5,1995,3,83.5,0.12,0.03,0.03,0.16,-3.000,0.372,4.11,2.33,3.206,0.25,0.0050,-3.0
5,1995,4,65.0,0.35,0.04,0.05,0.10,-3.000,0.678,4.03,3.97,4.003,0.21,0.0140,-3.0
5,1995,5,98.2,0.11,0.02,0.11,0.04,-3.000,0.205,4.51,1.24,1.008,0.09,0.1430,-3.0
5,1995,6,46.0,0.07,0.02,0.09,0.03,-3.000,0.323,4.35,1.74,1.407,0.14,0.0360,-3.0
5,1995,7,170.1,0.05,0.01,0.03,0.02,-3.000,0.358,4.17,2.88,1.895,0.12,0.0050,-3.0
5,1995,8,150.7,0.04,0.01,0.02,0.03,-3.000,0.139,4.42,1.30,0.769,0.07,0.0050,-3.0
5,1995,9,93.4,0.08,0.02,0.03,0.11,-3.000,0.357,4.07,3.16,2.098,0.22,0.0050,-3.0
5,1995,10,259.4,0.03,0.02,0.02,0.10,-3.000,0.083,4.59,0.76,0.544,0.25,0.0040,-3.0
5,1995,11,176.6,0.05,0.04,0.03,0.32,-3.000,0.104,4.45,1.01,1.133,0.62,0.0020,-3.0
5,1995,12,110.2,0.09,0.02,0.04,0.07,-3.000,0.185,4.42,0.98,1.886,0.13,0.0030,-3.0
5,1996,1,223.3,0.03,0.05,0.03,0.37,-3.000,0.067,4.52,0.95,0.930,0.64,0.0020,-3.0
5,1996,2,117.6,0.11,0.05,0.11,0.35,-3.000,0.197,4.29,1.54,2.028,0.59,0.0030,-3.0
5,1996,3,57.7,0.24,0.07,0.06,0.40,-3.000,0.167,4.30,1.52,2.840,0.66,0.0070,-3.0
5,1996,4,256.9,0.14,0.04,0.04,0.15,-3.000,0.272,4.25,2.12,2.141,0.31,0.0090,-3.0
5,1996,5,121.1,0.07,0.02,0.04,0.04,-3.000,0.171,4.51,1.12,1.226,0.10,0.0090,-3.0
5,1996,6,173.8,0.04,0.02,0.04,0.05,-3.000,0.332,4.40,2.18,1.474,0.11,0.0070,-3.0
5,1996,7,241.6,0.04,0.01,0.06,0.02,-3.000,0.187,4.45,1.97,1.069,0.06,0.0050,-3.0
5,1996,8,22.1,0.08,0.01,0.06,0.05,-3.000,0.252,4.12,3.56,2.370,0.16,0.0120,-3.0
5,1996,9,82.7,0.05,0.04,0.03,0.28,-3.000,0.137,4.25,2.07,1.630,0.49,0.0070,-3.0
5,1996,10,160.8,0.05,0.02,0.07,0.04,-3.000,0.096,4.54,0.88,0.791,0.09,0.0070,-3.0
5,1996,11,135.4,0.07,0.08,0.04,0.61,-3.000,0.149,4.42,1.57,1.066,1.10,0.0010,-3.0
5,1996,12,220.2,0.03,0.01,0.01,0.07,-3.000,0.103,4.38,0.99,1.308,0.15,0.0010,-3.0
5,1997,1,141.5,0.04,0.01,0.01,0.06,-3.000,0.094,4.42,0.92,1.433,0.13,0.0010,-3.0
5,1997,2,90.1,0.09,0.02,0.02,0.13,-3.000,0.175,4.28,1.44,1.738,0.22,0.0020,-3.0
5,1997,3,156.8,0.09,0.02,0.02,0.08,-3.000,0.209,4.29,1.56,1.913,0.15,0.0020,-3.0
5,1997,4,69.0,0.16,0.06,0.02,0.04,-3.000,0.245,4.42,1.57,1.427,0.08,0.0050,-3.0
5,1997,5,113.3,0.25,0.05,0.08,0.11,-3.000,0.504,4.09,3.34,2.834,0.22,0.0090,-3.0
5,1997,6,78.9,0.20,0.05,0.20,0.08,-3.000,0.625,4.08,3.92,3.132,0.20,0.0780,-3.0
5,1997,7,171.9,0.06,0.01,0.07,0.04,-3.000,0.248,4.42,1.82,1.151,0.09,0.0030,-3.0
5,1997,8,116.7,0.06,0.02,0.09,0.05,-3.000,0.297,4.28,2.32,1.729,0.12,0.0060,-3.0
5,1997,9,72.9,0.09,0.02,0.08,0.06,-3.000,0.292,4.33,2.18,1.506,0.16,0.0300,-3.0
5,1997,10,45.2,0.19,0.04,0.22,0.14,-3.000,0.540,4.17,2.85,3.724,0.32,0.0170,-3.0
5,1997,11,176.6,0.05,0.02,0.03,0.08,-3.000,0.119,4.59,0.80,1.102,0.19,0.0040,-3.0
5,1997,12,79.9,0.04,0.01,0.02,0.08,-3.000,0.151,4.43,1.12,1.733,0.16,0.0020,-3.0
5,1998,1,176.2,0.03,0.01,0.01,0.06,-3.000,0.061,4.66,0.71,0.983,0.13,0.0010,-3.0
5,1998,2,72.8,0.06,0.01,0.01,0.04,-3.000,0.033,4.66,0.68,0.867,0.06,0.0040,-3.0
5,1998,3,118.1,0.05,0.01,0.02,0.07,-3.000,0.086,4.48,0.76,1.464,0.13,0.0010,-3.0
5,1998,4,66.6,0.22,0.03,0.07,0.11,-3.000,0.389,4.35,2.05,2.131,0.21,0.0110,-3.0
5,1998,5,94.3,0.14,0.05,0.13,0.11,-3.000,0.404,4.44,2.03,1.449,0.25,0.0270,-3.0
5,1998,6,320.0,0.04,0.01,0.02,0.03,-3.000,0.128,4.55,1.09,0.798,0.06,0.0070,-3.0
5,1998,7,109.8,0.07,0.01,0.02,0.01,-3.000,0.125,4.43,1.44,0.822,0.05,0.0040,-3.0
5,1998,8,102.1,0.15,0.02,0.09,0.04,-3.000,0.347,4.03,3.53,2.625,0.11,0.0060,-3.0
5,1998,9,87.5,0.18,0.03,0.11,0.03,-3.000,0.485,4.10,3.73,2.075,0.08,0.0120,-3.0
5,1998,10,122.0,0.05,0.01,0.03,0.05,-3.000,0.179,4.28,1.73,1.668,0.11,0.0040,-3.0
5,1998,11,128.2,0.07,0.02,0.04,0.08,-3.000,0.270,4.30,1.58,2.044,0.19,0.0050,-3.0
5,1998,12,61.5,0.19,0.05,0.16,0.09,-3.000,0.518,4.10,2.55,3.793,0.24,0.0380,-3.0
5,1999,1,193.6,0.07,0.01,0.01,0.05,-3.000,0.036,4.52,0.61,1.287,0.10,0.0020,-3.0
5,1999,2,55.9,0.17,0.04,0.06,0.16,-3.000,0.265,4.27,2.02,2.184,0.28,0.0070,-3.0
5,1999,3,140.0,0.12,0.06,0.03,0.37,-3.000,0.085,4.65,1.06,0.848,0.67,0.0040,-3.0
5,1999,4,23.2,0.98,0.13,0.19,0.16,-3.000,1.496,3.94,6.23,6.831,0.26,0.0930,-3.0
5,1999,5,140.3,0.07,0.01,0.05,0.06,-3.000,0.080,4.69,0.85,0.645,0.12,0.0090,-3.0
5,1999,6,79.9,0.18,0.04,0.20,0.09,-3.000,0.354,4.31,2.35,1.850,0.18,0.0390,-3.0
5,1999,7,116.7,0.09,0.02,0.05,0.04,-3.000,0.226,4.35,1.73,1.185,0.07,0.0140,-3.0
5,1999,8,110.0,0.08,0.02,0.04,0.05,-3.000,0.452,4.10,3.34,2.034,0.13,0.0110,-3.0
5,1999,9,353.4,0.05,0.01,0.03,0.04,-3.000,0.074,4.77,0.69,0.448,0.07,0.0030,-3.0
5,1999,10,82.5,0.06,0.05,0.18,0.14,-3.000,0.090,4.50,1.18,1.140,0.24,0.0080,-3.0
5,1999,11,112.1,0.20,0.08,0.10,0.38,-3.000,0.439,4.28,2.18,2.226,0.66,0.0070,-3.0
5,1999,12,59.5,0.14,0.04,0.02,0.21,-3.000,0.257,4.17,1.94,2.360,0.40,0.0040,-3.0
5,2000,1,112.1,0.12,0.02,0.01,0.14,-3.000,0.258,4.28,1.53,2.004,0.27,0.0030,-3.0
5,2000,2,113.9,0.11,0.02,0.01,0.08,-3.000,0.254,4.30,1.35,1.641,0.18,0.0050,-3.0
5,2000,3,114.4,0.12,0.02,0.02,0.08,-3.000,0.255,4.32,1.68,1.450,0.26,0.0070,-3.0
5,2000,4,235.6,0.12,0.03,0.04,0.14,-3.000,0.219,4.49,1.31,1.018,0.25,0.0280,-3.0
5,2000,5,151.7,0.04,0.01,0.09,0.03,-3.000,0.094,4.31,1.50,1.326,0.09,0.0090,-3.0
5,2000,6,91.5,0.12,0.04,0.07,0.14,-3.000,0.406,4.21,2.59,1.791,0.26,0.0080,-3.0
