ws,year,mo,flow,Ca,Mg,K,Na,Al,NH4,pH,SO4,NO3,Cl,PO4,SiO2
8,1998,11,60.9,0.82,0.33,0.16,0.82,0.219,0.005,5.30,4.07,0.344,0.42,0.0030,6.0
8,1998,12,71.7,0.82,0.31,0.14,0.78,0.303,0.005,5.08,4.10,0.416,0.41,0.0020,5.8
8,1999,1,89.1,0.89,0.33,0.18,0.70,0.501,0.005,5.09,3.87,0.949,0.35,0.0020,4.7
8,1999,2,24.4,0.86,0.35,0.17,0.80,0.244,0.005,5.41,3.90,0.754,0.35,0.0020,5.4
8,1999,3,109.6,0.78,0.29,0.20,0.63,0.429,0.005,4.90,3.72,0.946,0.45,0.0050,4.0
8,1999,4,177.4,0.79,0.27,0.15,0.62,0.192,0.005,4.91,3.72,0.714,0.40,0.0020,4.0
8,1999,5,137.2,0.75,0.26,0.16,0.68,0.153,0.015,5.00,3.75,0.241,0.35,0.0030,4.4
8,1999,6,9.8,0.89,0.32,0.18,1.01,0.022,0.005,5.63,3.99,0.210,0.40,0.0030,6.1
8,1999,7,12.7,0.94,0.36,0.20,1.25,0.005,0.007,6.06,4.01,0.177,0.38,0.0030,7.5
8,1999,8,4.0,0.99,0.43,0.25,1.45,0.005,0.014,6.13,3.98,0.292,0.45,0.0050,7.8
8,1999,9,169.3,0.89,0.35,0.14,0.66,0.013,0.005,5.34,4.00,0.100,0.34,0.0040,5.8
8,1999,10,69.1,0.81,0.31,0.16,0.64,0.018,0.005,5.22,3.95,0.062,0.39,0.0030,5.6
8,1999,11,98.1,0.84,0.31,0.15,0.75,0.020,0.005,5.13,3.90,0.317,0.51,0.0030,5.3
8,1999,12,31.8,0.87,0.32,0.15,0.84,0.027,0.005,5.38,3.95,0.495,0.51,0.0020,5.8
8,2000,1,23.7,0.88,0.35,0.18,0.93,0.026,0.006,5.59,3.97,0.779,0.49,0.0030,5.9
8,2000,2,22.6,1.02,0.40,0.23,0.78,0.170,0.012,5.07,4.08,1.679,0.56,0.0030,5.1
8,2000,3,108.7,0.89,0.33,0.18,0.68,0.155,0.005,4.99,3.89,1.437,0.52,0.0010,4.9
8,2000,4,318.0,0.73,0.24,0.19,0.51,0.285,0.010,4.76,3.58,1.182,0.43,0.0010,3.5
8,2000,5,139.3,0.67,0.23,0.17,0.58,0.208,0.005,4.87,3.68,0.258,0.36,0.0020,3.8
8,2000,6,18.2,0.80,0.29,0.18,0.89,0.050,0.005,5.39,3.96,0.097,0.44,0.0020,5.5
8,2000,7,8.6,0.86,0.33,0.16,1.08,0.021,0.005,5.76,4.02,0.097,0.39,0.0020,6.7
8,2000,8,28.6,0.85,0.33,0.12,0.94,0.016,0.005,5.61,4.01,0.043,0.36,0.0030,6.4
8,2000,9,34.8,0.89,0.34,0.11,1.06,0.026,0.005,5.76,4.09,0.037,0.37,0.0020,7.0
8,2000,10,36.3,0.81,0.36,0.23,0.96,0.015,0.005,5.76,4.13,0.018,0.43,0.0010,6.4
8,2000,11,56.8,0.82,0.35,0.16,0.84,0.042,0.005,5.43,4.10,0.184,0.46,0.0020,5.8
8,2000,12,91.1,0.82,0.31,0.17,0.72,0.106,0.005,5.15,3.75,0.576,0.42,0.0030,5.1
8,2001,1,10.2,0.87,0.35,0.18,1.03,0.008,0.011,5.85,3.94,0.652,0.42,0.0020,6.7
8,2001,2,8.8,1.01,0.43,0.22,1.10,0.008,0.023,5.99,4.05,1.007,0.46,0.0020,6.8
8,2001,3,6.9,1.03,0.44,0.23,1.34,0.005,0.021,6.15,4.03,0.880,0.46,0.0020,7.1
8,2001,4,206.7,0.82,0.30,0.18,0.65,0.155,0.005,4.95,3.78,1.204,0.35,0.0030,4.4
8,2001,5,123.8,0.58,0.20,0.13,0.51,0.204,0.005,4.80,3.33,0.404,0.25,0.0050,3.5
8,2001,6,74.6,0.69,0.24,0.14,0.61,0.163,0.007,4.94,3.63,0.181,0.29,0.0030,4.2
8,2001,7,7.9,0.96,0.38,0.16,1.29,0.005,0.005,6.25,4.03,0.133,0.37,0.0030,7.9
8,2001,8,1.2,1.30,0.48,0.23,1.71,0.005,0.005,6.54,4.17,0.118,0.43,0.0030,9.4
8,2001,9,34.5,0.92,0.38,0.18,1.05,0.031,0.005,5.59,3.93,0.276,0.58,0.0020,6.4
8,2001,10,16.4,0.87,0.38,0.27,1.07,0.019,0.005,5.82,4.03,0.010,0.58,0.0020,7.1
8,2001,11,45.0,0.86,0.35,0.17,0.86,0.079,0.005,5.20,4.22,0.100,0.68,0.0020,6.4
8,2001,12,50.1,0.85,0.34,0.15,0.85,0.052,0.006,5.33,4.13,0.169,0.65,0.0010,6.1
8,2002,1,12.4,0.95,0.39,0.17,1.06,0.009,0.006,5.91,4.09,0.418,0.53,0.0010,6.9
8,2002,2,29.8,0.94,0.38,0.17,0.90,0.046,0.005,5.46,4.16,0.572,0.59,0.0010,6.0
8,2002,3,70.5,0.88,0.35,0.16,0.81,0.061,0.005,5.18,4.15,0.635,0.60,0.0010,5.4
8,2002,4,316.2,0.72,0.25,0.18,0.61,0.172,0.005,4.89,3.79,0.579,0.42,0.0040,3.9
8,2002,5,105.2,0.72,0.25,0.14,0.66,0.096,0.009,5.10,3.83,0.111,0.36,0.0020,4.4
8,2002,6,52.5,0.79,0.29,0.14,0.80,0.064,0.005,5.38,3.96,0.011,0.34,0.0020,5.3
8,2002,7,5.8,0.97,0.34,0.16,1.21,0.015,0.005,6.21,4.06,0.038,0.39,0.0030,7.5
8,2002,8,0.9,1.44,0.51,0.25,1.73,0.009,0.005,6.66,4.25,0.064,0.44,0.0030,9.7
8,2002,9,13.0,0.98,0.38,0.26,1.15,0.056,0.005,5.45,4.07,0.171,0.57,0.0040,7.4
8,2002,10,42.6,0.82,0.33,0.13,0.86,0.067,0.005,5.32,4.21,0.014,0.63,0.0030,6.4
8,2002,11,116.0,0.75,0.28,0.16,0.74,0.143,0.005,5.13,3.97,0.145,0.54,0.0020,5.1
8,2002,12,25.1,0.81,0.32,0.15,0.91,0.078,0.005,5.48,3.99,0.254,0.48,0.0010,5.9
8,2003,1,14.5,0.85,0.35,0.16,1.02,0.029,0.005,5.72,3.99,0.322,0.46,0.0020,6.3
8,2003,2,7.5,0.96,0.41,0.20,1.23,0.015,0.005,6.11,4.01,0.538,0.45,0.0020,7.4
8,2003,3,99.1,0.91,0.36,0.21,0.84,0.112,0.005,5.16,3.89,1.532,0.56,0.0020,5.2
8,2003,4,177.4,0.73,0.27,0.17,0.64,0.190,0.007,4.95,3.73,0.767,0.43,0.0030,4.2
8,2003,5,123.7,0.67,0.24,0.16,0.61,0.204,0.005,4.94,3.76,0.234,0.36,0.0030,3.9
8,2003,6,32.5,0.76,0.28,0.15,0.78,0.066,0.005,5.34,3.86,0.027,0.36,0.0030,5.3
8,2003,7,9.8,0.99,0.37,0.16,1.23,0.009,0.005,6.20,4.00,0.060,0.40,0.0030,7.5
8,2003,8,139.9,0.66,0.21,0.11,0.55,0.266,0.008,4.73,3.46,0.010,0.23,0.0040,4.6
8,2003,9,112.8,0.71,0.26,0.10,0.70,0.093,0.005,4.93,3.70,0.010,0.36,0.0030,5.6
8,2003,10,173.8,0.70,0.26,0.14,0.72,0.181,0.005,4.94,3.73,0.044,0.46,0.0040,5.1
8,2003,11,145.5,0.72,0.26,0.12,0.72,0.101,0.005,5.17,3.67,0.087,0.49,0.0020,4.8
8,2003,12,176.8,0.72,0.26,0.13,0.71,0.087,0.005,5.17,3.56,0.420,0.50,0.0010,4.6
8,2004,1,45.4,0.77,0.30,0.14,0.83,0.062,0.005,5.36,3.78,0.332,0.47,0.0010,5.3
8,2004,2,5.6,0.91,0.38,0.18,1.16,0.006,0.005,6.06,3.91,0.422,0.45,0.0010,7.0
8,2004,3,41.3,0.85,0.36,0.19,0.83,0.092,0.005,5.24,3.68,1.289,0.52,0.0020,4.9
8,2004,4,207.8,0.69,0.26,0.15,0.61,0.159,0.005,4.98,3.43,0.882,0.43,0.0020,3.7
8,2004,5,107.3,0.64,0.23,0.14,0.62,0.178,0.005,4.97,3.46,0.134,0.36,0.0020,4.0
8,2004,6,22.6,0.75,0.28,0.13,0.82,0.081,0.005,5.41,3.74,0.031,0.37,0.0010,5.2
8,2004,7,39.7,0.52,0.20,0.09,0.68,0.051,0.005,5.69,2.32,0.012,0.23,0.0010,4.1
8,2004,8,68.3,0.80,0.32,0.10,0.97,0.038,0.005,5.67,3.82,0.010,0.34,0.0030,6.5
8,2004,9,65.5,0.77,0.29,0.10,0.88,0.039,0.005,5.48,3.76,0.010,0.33,0.0030,6.1
8,2004,10,21.6,0.81,0.35,0.22,1.02,0.026,0.005,5.78,3.81,0.010,0.44,0.0020,6.4
8,2004,11,125.8,0.76,0.31,0.17,0.78,0.039,0.005,5.22,3.58,0.464,0.46,0.0010,5.2
8,2004,12,118.6,0.77,0.30,0.15,0.77,0.067,0.005,5.27,3.58,0.625,0.45,0.0010,5.1
8,2005,1,34.3,0.81,0.34,0.16,0.88,0.025,0.005,5.58,3.71,0.715,0.44,0.0010,5.6
8,2005,2,10.6,0.86,0.37,0.19,1.07,0.007,0.005,5.91,3.77,0.551,0.43,0.0010,6.4
8,2005,3,19.3,0.87,0.37,0.20,1.00,0.048,0.005,5.72,3.64,0.801,0.45,0.0010,5.9
8,2005,4,360.8,0.64,0.23,0.20,0.54,0.247,0.005,4.85,3.08,0.804,0.40,0.0010,3.2
8,2005,5,83.0,0.64,0.23,0.17,0.60,0.173,0.005,5.04,3.34,0.223,0.35,0.0010,3.6
8,2005,6,102.0,0.67,0.24,0.13,0.69,0.111,0.005,5.14,3.48,0.010,0.32,0.0010,4.3
8,2005,7,36.3,0.76,0.28,0.12,0.89,0.049,0.005,5.54,3.83,0.010,0.34,0.0010,5.6
8,2005,8,72.7,0.77,0.29,0.13,0.86,0.100,0.005,5.35,3.65,0.010,0.36,0.0010,5.7
8,2005,9,40.2,0.80,0.31,0.15,0.93,0.064,0.005,5.51,3.71,0.010,0.38,0.0010,6.0
8,2005,10,288.6,0.62,0.22,0.12,0.63,0.204,0.005,4.90,3.28,0.010,0.41,0.0010,4.3
8,2005,11,140.6,0.69,0.26,0.15,0.70,0.071,0.005,5.30,3.36,0.095,0.40,0.0010,4.6
8,2005,12,61.1,0.71,0.27,0.14,0.69,0.144,0.005,5.14,3.32,0.640,0.40,0.0010,4.3
8,2006,1,144.5,0.72,0.27,0.15,0.67,0.076,0.005,5.17,3.24,0.924,0.39,0.0010,4.0
8,2006,2,53.6,0.73,0.28,0.16,0.71,0.135,0.005,5.23,3.27,0.842,0.40,0.0010,4.2
8,2006,3,42.8,0.83,0.35,0.19,0.86,0.045,0.005,5.54,3.42,0.911,0.48,0.0010,5.2
8,2006,4,119.0,0.72,0.29,0.17,0.66,0.135,0.005,5.16,3.18,0.902,0.43,0.0010,4.1
8,2006,5,250.7,0.59,0.21,0.17,0.55,0.213,0.005,4.98,2.93,0.162,0.35,0.0010,3.5
8,2006,6,86.3,0.67,0.25,0.17,0.73,0.093,0.005,5.35,3.20,0.010,0.32,0.0010,4.7
8,2006,7,38.8,0.77,0.29,0.14,0.93,0.034,0.005,5.80,3.52,0.015,0.37,0.0010,5.9
8,2006,8,6.7,0.85,0.33,0.15,1.18,0.012,0.005,6.11,3.69,0.010,0.39,0.0010,7.0
8,2006,9,5.9,0.90,0.37,0.21,1.25,0.031,0.005,5.91,3.82,0.043,0.47,0.0010,7.2
8,2006,10,215.4,0.69,0.27,0.19,0.67,0.124,0.005,5.09,3.30,0.210,0.47,0.0010,4.8
8,2006,11,150.2,0.65,0.23,0.16,0.60,0.124,0.005,5.08,3.16,0.290,0.37,0.0010,4.3
8,2006,12,82.8,0.72,0.27,0.15,0.68,0.083,0.005,5.33,3.30,0.592,0.37,0.0010,4.6
8,2007,1,66.1,0.71,0.27,0.16,0.66,0.035,0.005,5.28,3.14,0.943,0.33,0.0010,4.3
8,2007,2,5.7,0.89,0.37,0.20,1.09,0.011,0.005,6.08,3.56,0.641,0.39,0.0010,6.8
8,2007,3,43.9,0.88,0.37,0.20,0.84,0.047,0.005,5.54,3.29,1.485,0.41,0.0010,5.0
8,2007,4,215.2,0.60,0.22,0.19,0.48,0.215,0.005,4.82,2.90,1.326,0.32,0.0010,3.0
8,2007,5,108.1,0.59,0.22,0.15,0.53,0.149,0.005,4.96,2.94,0.454,0.27,0.0010,3.5
8,2007,6,23.4,0.73,0.28,0.15,0.76,0.049,0.005,5.40,3.33,0.128,0.31,0.0010,5.0
8,2007,7,57.4,0.75,0.28,0.12,0.88,0.029,0.005,5.68,3.42,0.073,0.30,0.0010,6.0
8,2007,8,15.3,0.94,0.35,0.22,1.06,0.014,0.005,6.10,3.79,0.159,0.40,0.0010,7.2
8,2007,9,16.3,0.83,0.34,0.15,1.09,0.033,0.005,5.87,3.61,0.010,0.33,0.0010,6.9
8,2007,10,110.8,0.70,0.29,0.19,0.78,0.072,0.005,5.29,3.50,0.010,0.39,0.0010,5.7
8,2007,11,118.3,0.73,0.29,0.14,0.78,0.048,0.005,5.49,3.49,0.052,0.37,0.0010,5.5
8,2007,12,41.8,0.73,0.30,0.18,0.73,0.075,0.005,5.18,3.49,0.504,0.47,0.0010,4.9
8,2008,1,82.6,0.74,0.30,0.14,0.78,0.055,0.005,5.47,3.45,0.404,0.39,0.0010,5.2
8,2008,2,67.8,0.76,0.32,0.15,0.79,0.040,0.005,5.56,3.51,0.454,0.37,0.0010,5.4
8,2008,3,72.1,0.74,0.30,0.16,0.72,0.061,0.005,5.37,3.38,0.520,0.34,0.0010,5.0
8,2008,4,365.2,0.57,0.22,0.13,0.51,0.144,0.005,4.96,2.95,0.413,0.24,0.0010,3.6
8,2008,5,61.3,0.55,0.21,0.13,0.51,0.126,0.005,5.00,2.88,0.140,0.22,0.0010,3.6
8,2008,6,37.6,0.67,0.26,0.13,0.68,0.173,0.005,5.14,3.23,0.010,0.25,0.0010,5.0
8,2008,7,61.2,0.66,0.25,0.09,0.64,0.175,0.005,5.13,3.09,0.010,0.23,0.0020,5.3
8,2008,8,202.1,0.65,0.24,0.08,0.60,0.178,0.005,5.08,3.05,0.010,0.22,0.0020,5.2
8,2008,9,53.5,0.68,0.27,0.09,0.73,0.093,0.004,5.36,3.49,0.010,0.28,0.0040,6.1
8,2008,10,114.6,0.66,0.26,0.12,0.68,0.083,0.002,5.34,3.50,0.010,0.34,0.0040,5.6
8,2008,11,112.6,0.65,0.26,0.10,0.65,0.096,0.004,5.24,3.40,0.041,0.35,0.0030,5.3
8,2008,12,116.6,0.64,0.26,0.11,0.67,0.080,0.003,5.31,3.42,0.224,0.30,0.0030,5.2
8,2009,1,16.4,0.65,0.29,0.13,0.78,0.051,0.003,5.51,3.49,0.197,0.29,0.0040,5.8
8,2009,2,26.2,0.72,0.33,0.15,0.83,0.038,0.004,5.72,3.54,0.445,0.33,0.0040,6.0
8,2009,3,65.3,0.66,0.29,0.13,0.64,0.096,0.003,5.23,3.43,0.592,0.30,0.0040,4.8
8,2009,4,281.0,0.55,0.22,0.11,0.50,0.154,0.002,5.01,3.12,0.420,0.23,0.0020,3.8
8,2009,5,102.7,0.57,0.23,0.12,0.59,0.125,0.004,5.20,3.18,0.036,0.23,0.0020,4.5
8,2009,6,83.8,0.63,0.25,0.12,0.66,0.069,0.003,5.47,3.27,0.010,0.23,0.0030,5.1
8,2009,7,140.2,0.62,0.23,0.12,0.60,0.097,0.003,5.35,3.12,0.010,0.20,0.0030,5.0
8,2009,8,73.9,0.61,0.22,0.11,0.59,0.124,0.004,5.12,3.12,0.042,0.19,0.0030,5.0
8,2009,9,11.6,0.69,0.29,0.16,0.83,0.073,0.002,5.60,3.48,0.010,0.34,0.0030,6.3
8,2009,10,124.5,0.60,0.25,0.16,0.66,0.082,0.004,5.42,3.35,0.010,0.30,0.0030,5.5
8,2009,11,92.6,0.60,0.25,0.15,0.63,0.078,0.002,5.37,3.22,0.019,0.33,0.0030,5.2
8,2009,12,79.6,0.61,0.26,0.14,0.65,0.064,0.002,5.45,3.22,0.123,0.33,0.0030,5.2
8,2010,1,69.4,0.71,0.32,0.19,0.84,0.028,0.002,5.89,3.44,0.462,0.41,0.0030,5.8
8,2010,2,14.0,0.73,0.33,0.18,0.86,0.023,0.001,5.95,3.51,0.274,0.34,0.0030,6.5
8,2010,3,145.6,0.64,0.26,0.16,0.61,0.135,0.003,5.38,2.95,0.333,0.40,0.0030,4.5
8,2010,4,130.5,0.58,0.22,0.14,0.56,0.162,0.004,5.26,2.76,0.074,0.32,0.0030,4.2
8,2010,5,38.3,0.62,0.24,0.15,0.65,0.122,0.002,5.51,3.06,0.018,0.27,0.0040,5.1
8,2010,6,56.2,0.63,0.24,0.14,0.63,0.143,0.002,5.07,2.79,0.010,0.22,0.0040,5.1
8,2010,7,47.5,0.71,0.28,0.12,0.79,0.061,0.005,5.66,3.21,0.010,0.25,0.0050,6.6
8,2010,8,9.7,0.74,0.31,0.13,0.99,0.026,0.004,6.04,3.39,0.016,0.30,0.0050,7.3
8,2010,9,46.7,0.78,0.32,0.15,0.97,0.050,0.007,5.84,3.29,0.011,0.34,0.0040,7.2
8,2010,10,166.9,0.69,0.28,0.15,0.77,0.061,0.005,5.65,3.14,0.011,0.34,0.0030,6.3
8,2010,11,74.6,0.65,0.26,0.13,0.69,0.056,0.003,5.58,3.08,0.071,0.33,0.0030,5.7
8,2010,12,140.0,0.60,0.23,0.13,0.58,0.112,0.002,5.10,2.74,0.353,0.31,0.0020,4.6
8,2011,1,12.3,0.72,0.32,0.17,0.85,0.030,0.003,5.94,3.23,0.383,0.30,0.0030,6.3
8,2011,2,5.6,0.81,0.37,0.19,1.06,0.023,0.005,6.20,3.43,0.460,0.31,0.0040,7.4
8,2011,3,108.4,0.61,0.25,0.18,0.53,0.123,0.005,5.06,2.53,0.987,0.36,0.0030,3.7
8,2011,4,322.1,0.52,0.20,0.12,0.46,0.176,0.005,4.99,2.45,0.422,0.29,0.0020,3.3
8,2011,5,159.5,0.47,0.18,0.10,0.47,0.161,0.005,5.02,2.25,0.143,0.24,0.0050,3.3
8,2011,6,26.3,0.66,0.28,0.15,0.93,0.060,0.007,5.94,2.96,0.082,0.32,0.0060,6.3
8,2011,7,4.5,0.74,0.31,0.16,1.08,0.053,0.006,6.07,3.09,0.116,0.33,0.0060,7.1
8,2011,8,185.7,0.53,0.20,0.10,0.48,0.205,0.007,4.89,2.29,0.018,0.20,0.0020,4.6
8,2011,9,87.8,0.57,0.21,0.10,0.52,0.216,0.006,5.11,2.41,0.013,0.23,0.0030,5.0
8,2011,10,136.2,0.56,0.21,0.11,0.53,0.175,0.006,5.22,2.47,0.011,0.27,0.0030,5.0
8,2011,11,68.4,0.62,0.25,0.08,0.68,0.126,0.004,5.45,2.53,0.218,0.33,0.0040,5.9
8,2011,12,77.7,0.65,0.26,0.08,0.67,0.080,0.005,5.56,2.55,0.374,0.31,0.0030,5.5
8,2012,1,29.9,0.66,0.28,0.10,0.76,0.057,0.003,5.76,2.66,0.562,0.31,0.0030,5.9
8,2012,2,12.2,0.69,0.30,0.11,0.80,0.047,0.003,5.88,2.74,0.602,0.32,0.0030,6.2
8,2012,3,155.8,0.62,0.23,0.13,0.54,0.152,0.005,5.15,2.18,1.221,0.29,0.0020,4.0
8,2012,4,69.4,0.39,0.12,0.11,0.34,0.190,0.004,5.07,2.18,0.797,0.30,0.0030,5.2
8,2012,5,160.1,0.60,0.22,0.13,0.60,0.090,0.004,5.48,2.63,0.277,0.28,0.0050,4.8
8,2012,6,107.1,0.57,0.21,0.12,0.65,0.112,0.005,5.31,2.59,0.097,0.23,0.0040,5.1
8,2012,7,7.1,0.68,0.27,0.13,0.98,0.046,0.005,6.02,3.07,0.067,0.29,0.0050,7.2
8,2012,8,54.8,0.64,0.24,0.13,0.84,0.093,0.003,5.67,2.78,0.058,0.24,0.0050,6.6
8,2012,9,54.8,0.86,0.33,0.12,0.86,0.059,0.002,6.04,3.02,0.015,0.31,0.0010,6.3
8,2012,10,141.4,0.64,0.23,0.13,0.63,0.090,0.003,5.64,2.78,0.012,0.35,0.0040,5.0
8,2012,11,34.7,0.59,0.25,0.15,0.76,0.060,0.004,5.86,2.69,0.064,0.41,0.0060,5.8
8,2012,12,78.6,0.59,0.26,0.14,0.73,0.082,0.005,5.69,2.57,0.430,0.41,0.0070,5.4
8,2013,1,59.5,0.70,0.29,0.15,0.81,-3.000,0.009,5.66,2.69,0.622,0.39,-3.0000,-3.0
8,2013,2,15.6,0.73,0.30,0.16,0.87,-3.000,0.007,5.87,2.93,0.666,0.42,-3.0000,-3.0
8,2013,3,32.2,0.72,0.32,0.16,0.85,-3.000,0.003,5.90,2.97,0.682,0.44,-3.0000,-3.0
8,2013,4,146.8,0.58,0.24,0.11,0.58,-3.000,0.004,5.42,2.45,0.655,0.41,-3.0000,-3.0
8,2013,5,94.9,0.58,0.23,0.13,0.56,-3.000,0.004,5.34,2.37,0.182,0.39,-3.0000,-3.0
8,2013,6,77.2,0.62,0.24,0.11,0.69,-3.000,0.003,5.56,2.52,0.039,0.37,-3.0000,-3.0
8,2013,7,105.0,0.64,0.25,0.13,0.90,-3.000,0.003,5.74,2.59,0.024,0.32,-3.0000,-3.0
8,2013,8,22.1,0.69,0.27,0.14,0.96,-3.000,0.003,5.84,2.69,0.043,0.31,-3.0000,-3.0
8,2013,9,29.4,0.74,0.28,0.14,0.94,-3.000,0.004,5.53,2.39,0.045,0.29,-3.0000,-3.0
8,2013,10,13.5,0.74,0.33,0.32,1.14,-3.000,0.004,6.18,2.91,0.033,0.40,-3.0000,-3.0
8,2013,11,89.5,0.70,0.31,0.17,0.79,-3.000,0.005,5.41,2.64,0.490,0.38,-3.0000,-3.0
8,2013,12,40.8,0.72,0.30,0.15,0.78,-3.000,0.006,5.58,2.55,0.733,0.36,-3.0000,-3.0
8,2014,1,73.5,0.69,0.29,0.17,0.71,-3.000,0.008,5.42,2.35,1.104,0.32,-3.0000,-3.0
8,2014,2,9.3,0.80,0.35,0.22,1.05,-3.000,0.005,6.10,2.96,0.767,0.38,-3.0000,-3.0
8,2014,3,11.6,0.84,0.37,0.24,1.08,-3.000,0.005,5.95,2.79,1.186,0.41,-3.0000,-3.0
8,2014,4,244.5,0.66,0.27,0.18,0.66,-3.000,0.004,5.29,2.20,1.231,0.37,-3.0000,-3.0
8,2014,5,178.4,0.54,0.20,0.17,0.59,-3.000,0.004,5.09,1.99,0.584,0.32,-3.0000,-3.0
