ws,year,mo,flow,Ca,Mg,K,Na,Al,NH4,pH,SO4,NO3,Cl,PO4,SiO2
2,1969,9,30.5,7.49,1.33,3.40,1.56,1.090,0.043,4.50,4.25,44.531,0.51,-3.0000,7.6
2,1969,10,32.6,7.28,1.44,3.04,1.58,1.599,0.124,4.47,4.16,48.428,0.58,-3.0000,7.3
2,1969,11,131.4,7.83,1.46,2.95,1.29,1.895,0.065,4.47,3.73,50.909,0.58,-3.0000,6.7
2,1969,12,122.5,7.22,1.34,2.54,1.26,1.993,0.061,4.45,3.83,45.133,0.59,-3.0000,6.4
2,1970,1,27.6,6.78,1.28,2.41,1.20,1.793,0.061,4.42,4.12,40.051,0.54,-3.0000,6.2
2,1970,2,97.0,5.95,1.14,2.37,1.07,1.646,0.051,4.47,4.61,33.228,0.52,-3.0000,5.8
2,1970,3,39.6,5.78,1.14,2.12,1.13,1.472,0.022,4.47,4.47,35.944,0.46,-3.0000,5.9
2,1970,4,255.8,4.34,0.79,2.20,0.74,1.220,0.039,4.53,5.24,25.506,0.37,-3.0000,4.8
2,1970,5,68.3,4.65,0.83,2.42,0.93,1.008,0.072,4.55,4.98,23.860,0.37,-3.0000,5.8
2,1970,6,26.3,5.30,0.98,2.60,1.31,0.015,0.024,4.54,5.72,28.229,0.50,-3.0000,7.6
2,1970,7,44.1,5.23,0.98,2.46,1.22,-3.000,0.059,4.52,6.18,28.495,0.46,-3.0000,7.4
2,1970,8,67.7,5.59,0.97,2.33,1.20,-3.000,0.048,4.52,6.21,28.322,0.44,-3.0000,7.8
2,1970,9,75.0,4.75,0.87,1.68,1.19,-3.000,0.042,4.57,6.96,22.185,0.47,-3.0000,8.2
2,1970,10,92.8,4.40,0.82,1.75,0.99,-3.000,0.026,4.55,6.79,19.643,0.40,-3.0000,8.1
2,1970,11,69.3,4.54,0.84,1.61,1.05,-3.000,0.068,4.70,6.24,20.153,0.57,-3.0000,7.1
2,1970,12,42.0,4.59,0.90,1.51,1.11,-3.000,0.034,4.75,5.90,21.254,0.56,-3.0000,6.6
2,1971,1,23.8,4.53,0.92,1.41,1.16,-3.000,0.056,4.78,5.96,21.436,0.50,-3.0000,6.4
2,1971,2,39.0,4.28,0.83,1.31,1.06,-3.000,0.027,4.76,6.21,19.995,0.58,-3.0000,6.9
2,1971,3,38.9,4.04,0.82,1.29,1.09,-3.000,0.013,4.69,6.43,19.692,0.56,-3.0000,6.6
2,1971,4,352.1,3.30,0.60,1.32,0.65,-3.000,0.020,4.62,6.95,14.708,0.47,-3.0000,5.0
2,1971,5,114.9,3.01,0.53,1.39,0.62,-3.000,0.026,4.61,6.63,12.920,0.41,-3.0000,5.0
2,1971,6,16.9,3.30,0.61,1.39,1.04,-3.000,0.009,4.67,7.42,10.958,0.37,-3.0000,7.3
2,1971,7,23.7,2.43,0.47,0.91,0.97,-3.000,0.009,4.77,8.70,3.600,0.32,-3.0000,7.6
2,1971,8,37.8,2.20,0.41,0.61,0.92,-3.000,0.007,5.02,8.14,1.089,0.23,-3.0000,7.4
2,1971,9,28.5,2.13,0.40,0.53,0.96,-3.000,0.008,4.91,8.49,0.315,0.13,-3.0000,7.9
2,1971,10,55.0,2.21,0.40,0.60,0.93,-3.000,0.007,5.02,8.52,0.666,0.17,-3.0000,7.9
2,1971,11,20.7,2.33,0.48,0.68,1.05,-3.000,0.009,5.08,8.06,2.149,0.30,-3.0000,7.6
2,1971,12,49.2,2.39,0.49,0.64,0.96,-3.000,0.006,5.15,8.37,2.833,0.31,-3.0000,6.9
2,1972,1,32.1,2.51,0.51,0.62,0.94,-3.000,0.006,4.97,7.57,3.900,0.37,-3.0000,6.6
2,1972,2,22.9,2.50,0.53,0.68,1.02,-3.000,0.012,4.90,7.83,4.121,0.41,-3.0000,7.0
2,1972,3,120.6,2.41,0.48,0.64,0.85,-3.000,0.005,4.86,7.36,3.748,0.35,0.0010,6.2
2,1972,4,304.7,2.01,0.35,0.71,0.60,-3.000,0.008,4.82,8.12,2.484,0.29,0.0010,5.3
2,1972,5,118.7,1.97,0.33,0.82,0.56,-3.000,0.014,4.82,7.63,2.380,0.22,0.0010,5.2
2,1972,6,46.4,1.88,0.32,0.43,0.74,-3.000,0.019,4.99,8.46,0.224,0.09,0.0010,6.9
2,1972,7,74.8,1.90,0.30,0.22,0.72,-3.000,0.030,4.99,8.30,0.059,0.09,0.0010,7.3
2,1972,8,62.1,1.92,0.27,0.28,0.71,-3.000,0.020,5.02,8.63,0.029,0.09,0.0080,7.8
2,1972,9,13.3,1.89,0.31,0.35,0.92,-3.000,0.015,5.11,9.27,0.024,0.11,0.0090,8.5
2,1972,10,35.3,1.94,0.34,0.52,0.94,-3.000,0.010,5.12,8.48,0.016,0.31,0.0020,7.7
2,1972,11,109.0,1.97,0.34,0.53,0.79,-3.000,0.005,5.03,8.57,0.161,0.43,0.0010,7.1
2,1972,12,65.8,1.96,0.32,0.46,0.81,-3.000,0.005,4.92,8.33,0.495,0.37,0.0010,6.9
2,1973,1,112.2,1.88,0.30,0.49,0.72,-3.000,0.008,4.84,7.94,0.516,0.58,0.0030,5.9
2,1973,2,94.5,1.90,0.31,0.49,0.71,-3.000,0.011,4.97,7.13,0.533,0.50,0.0020,6.3
2,1973,3,247.9,1.74,0.28,0.55,0.64,-3.000,0.031,4.98,7.02,0.452,0.21,0.0020,5.4
2,1973,4,93.6,1.67,0.27,0.56,0.66,-3.000,0.033,4.96,6.86,0.309,0.30,0.0050,5.2
2,1973,5,117.1,1.72,0.28,0.50,0.74,-3.000,0.022,4.89,7.51,0.097,0.66,0.0040,6.1
2,1973,6,275.4,1.77,0.24,0.32,0.57,-3.000,0.020,5.01,6.75,0.020,0.15,0.0050,5.3
2,1973,7,78.4,1.77,0.24,0.28,0.57,-3.000,0.025,5.16,6.67,0.030,0.10,0.0040,5.6
2,1973,8,14.5,1.87,0.29,0.31,0.90,-3.000,0.020,5.30,7.67,0.040,0.14,0.0020,7.7
2,1973,9,102.3,1.83,0.29,0.35,0.84,-3.000,0.025,5.30,7.73,0.020,0.16,0.0020,7.4
2,1973,10,52.2,1.85,0.31,0.46,0.88,-3.000,0.031,5.31,7.80,0.015,0.24,0.0030,7.5
2,1973,11,118.6,1.87,0.32,0.48,0.85,-3.000,0.030,5.30,7.49,0.024,0.40,0.0020,7.1
2,1973,12,279.7,1.68,0.27,0.50,0.63,-3.000,0.032,5.17,6.35,0.095,0.40,0.0020,5.4
2,1974,1,57.6,1.79,0.30,0.49,0.69,-3.000,0.020,5.30,6.98,0.324,0.36,0.0030,5.5
2,1974,2,40.3,1.80,0.32,0.49,0.73,-3.000,0.028,5.22,6.91,0.291,0.35,0.0020,5.9
2,1974,3,123.2,1.68,0.29,0.51,0.61,-3.000,0.035,5.26,6.66,0.272,0.33,0.0020,5.1
2,1974,4,247.3,1.61,0.26,0.59,0.55,-3.000,0.034,5.28,6.89,0.123,0.28,0.0020,4.6
2,1974,5,131.5,1.62,0.27,0.59,0.58,-3.000,0.040,5.34,6.92,0.013,0.24,0.0040,5.1
2,1974,6,55.6,1.68,0.27,0.38,0.65,-3.000,0.035,5.42,6.58,0.011,0.14,0.0020,5.6
2,1974,7,25.0,1.74,0.27,0.21,0.74,-3.000,0.026,5.45,6.55,0.017,0.11,0.0020,6.7
2,1974,8,19.3,1.74,0.28,0.23,0.77,-3.000,0.037,5.48,7.29,0.015,0.11,0.0020,7.0
2,1974,9,81.9,1.78,0.26,0.28,0.64,-3.000,0.036,5.42,8.48,0.010,0.16,0.0020,7.2
2,1974,10,43.9,1.82,0.30,0.39,0.76,-3.000,0.025,5.55,7.69,0.010,0.21,0.0020,7.1
2,1974,11,87.6,1.84,0.30,0.42,0.78,-3.000,0.010,5.47,6.93,0.010,0.35,0.0020,6.5
2,1974,12,84.9,1.80,0.30,0.43,0.71,-3.000,0.010,5.41,7.30,0.013,0.43,0.0040,6.2
2,1975,1,28.2,1.81,0.32,0.41,0.80,-3.000,0.010,5.48,6.75,0.065,0.41,0.0030,6.4
2,1975,2,29.7,1.81,0.33,0.40,0.81,-3.000,0.015,5.50,6.86,0.246,0.37,0.0050,6.1
2,1975,3,179.4,1.75,0.29,0.43,0.71,-3.000,0.015,5.38,6.68,0.105,0.47,0.0030,5.5
2,1975,4,231.6,1.60,0.25,0.46,0.61,-3.000,0.020,5.32,6.42,0.018,0.40,0.0010,5.0
2,1975,5,31.6,1.67,0.27,0.51,0.68,-3.000,0.020,5.35,6.88,0.011,0.32,0.0020,5.7
2,1975,6,97.8,1.68,0.27,0.27,0.69,-3.000,0.011,5.47,7.17,0.039,0.18,0.0030,6.7
2,1975,7,74.0,1.77,0.25,0.20,0.65,-3.000,0.015,5.39,7.00,0.013,0.14,0.0030,6.5
2,1975,8,7.5,1.85,0.29,0.32,0.92,-3.000,0.010,5.52,7.16,0.013,0.22,0.0020,7.5
2,1975,9,86.8,1.91,0.27,0.31,0.70,-3.000,0.010,5.35,6.96,0.010,0.15,0.0020,7.4
2,1975,10,137.2,1.89,0.27,0.44,0.71,-3.000,0.011,5.35,7.06,0.011,0.31,0.0030,6.8
2,1975,11,130.9,1.71,0.26,0.49,0.78,-3.000,0.023,5.54,7.00,0.019,0.37,0.0060,6.5
2,1975,12,51.3,1.84,0.27,0.38,0.75,-3.000,0.020,5.52,6.63,0.015,0.36,0.0030,5.9
2,1976,1,71.9,1.65,0.26,0.39,0.68,-3.000,0.012,5.43,6.82,0.309,0.39,0.0030,5.2
2,1976,2,98.6,1.60,0.26,0.40,0.68,-3.000,0.013,5.47,6.81,0.081,0.35,0.0020,5.4
2,1976,3,250.2,1.54,0.24,0.46,0.58,-3.000,0.017,5.38,5.94,0.020,0.33,0.0010,5.0
2,1976,4,146.8,1.46,0.22,0.55,0.55,-3.000,0.018,5.40,6.08,0.019,0.23,0.0010,4.8
2,1976,5,154.3,1.46,0.23,0.53,0.58,-3.000,0.015,5.46,6.34,0.019,0.18,0.0030,5.3
2,1976,6,26.4,1.60,0.26,0.38,0.77,-3.000,0.013,5.64,6.49,0.023,0.14,0.0060,6.5
2,1976,7,15.8,1.64,0.25,0.26,0.82,-3.000,0.010,5.68,6.56,0.015,0.13,0.0050,7.0
2,1976,8,55.7,1.60,0.29,0.28,0.74,-3.000,0.005,5.62,6.39,0.010,0.11,0.0060,6.7
2,1976,9,46.3,1.74,0.26,0.42,0.73,-3.000,0.008,5.50,7.05,0.010,0.22,0.0040,6.8
2,1976,10,159.4,1.69,0.26,0.52,0.75,-3.000,0.008,5.56,6.42,0.010,0.29,0.0020,6.3
2,1976,11,71.0,1.70,0.25,0.43,0.72,-3.000,0.006,5.50,6.31,0.010,0.36,0.0010,6.9
2,1976,12,46.1,1.70,0.26,0.41,0.76,-3.000,0.012,5.47,6.13,0.237,0.44,0.0020,4.9
2,1977,1,12.7,1.64,0.29,0.37,0.87,-3.000,0.007,5.59,6.51,0.219,0.42,0.0020,6.3
2,1977,2,11.6,1.72,0.28,0.36,0.93,-3.000,0.007,5.60,6.47,0.197,0.33,0.0040,6.7
2,1977,3,325.1,1.41,0.22,0.49,0.59,-3.000,0.006,5.36,6.33,0.234,0.36,0.0060,5.0
2,1977,4,140.4,1.38,0.20,0.46,0.56,-3.000,0.005,5.41,5.93,0.055,0.26,0.0040,5.1
2,1977,5,21.2,1.43,0.23,0.50,0.74,-3.000,0.005,5.62,6.21,0.039,0.21,0.0040,6.1
2,1977,6,22.8,1.51,0.25,0.32,0.85,-3.000,0.005,5.63,5.90,0.012,0.21,0.0030,6.7
2,1977,7,3.7,1.62,0.28,0.30,0.96,-3.000,0.005,5.69,6.70,0.027,0.16,0.0030,7.0
2,1977,8,5.4,1.68,0.30,0.26,1.04,-3.000,0.005,5.67,6.78,0.012,0.12,0.0100,9.1
2,1977,9,74.1,1.76,0.25,0.42,0.73,-3.000,0.014,5.47,6.32,0.019,0.15,0.0050,6.8
2,1977,10,198.4,1.75,0.24,0.45,0.65,-3.000,0.008,5.45,6.08,0.010,0.26,0.0110,6.6
2,1977,11,67.6,1.76,0.27,0.41,0.78,-3.000,0.015,5.55,6.77,0.010,0.33,0.0030,6.8
2,1977,12,83.2,1.70,0.26,0.33,0.72,-3.000,0.007,5.50,6.16,0.016,0.33,0.0070,6.1
2,1978,1,216.1,1.58,0.24,0.63,0.53,-3.000,0.005,5.29,5.43,0.172,0.38,0.0070,4.1
2,1978,2,23.5,1.67,0.25,0.37,0.71,-3.000,0.005,5.47,6.26,0.058,0.29,0.0040,5.7
2,1978,3,35.2,1.63,0.27,0.37,0.80,-3.000,0.008,5.47,6.18,0.179,0.37,0.0050,5.6
2,1978,4,255.3,1.53,0.22,0.37,0.57,-3.000,0.009,5.37,5.58,0.102,0.29,0.0030,4.8
2,1978,5,74.2,1.52,0.22,0.43,0.66,-3.000,0.012,5.46,5.90,0.013,0.25,0.0030,5.5
2,1978,6,81.7,1.61,0.24,0.18,0.68,-3.000,0.010,5.60,5.88,0.022,0.18,0.0030,6.2
2,1978,7,0.5,1.68,0.29,0.26,0.93,-3.000,0.008,5.56,6.43,0.045,0.20,0.0030,6.8
2,1978,8,0.9,1.81,0.31,0.39,1.04,-3.000,0.010,5.56,6.76,0.037,0.36,0.0040,6.8
2,1978,9,0.2,1.75,0.37,1.22,1.05,-3.000,0.010,5.65,7.30,0.026,0.69,0.0040,5.9
2,1978,10,6.1,1.69,0.38,1.24,1.08,-3.000,0.016,5.64,7.25,0.022,0.80,0.0030,6.1
2,1978,11,10.6,1.70,0.38,0.93,1.04,-3.000,0.011,5.44,7.02,0.012,0.90,0.0050,6.3
2,1978,12,17.4,1.74,0.32,0.43,0.95,-3.000,0.008,5.51,6.64,0.024,0.78,0.0020,6.7
2,1979,1,91.3,1.60,0.27,0.45,0.68,-3.000,0.012,5.37,5.86,0.070,0.51,0.0080,5.9
2,1979,2,23.5,1.64,0.28,0.30,0.85,-3.000,0.019,5.50,6.46,0.016,0.33,0.0020,6.2
2,1979,3,367.1,1.52,0.23,0.37,0.59,-3.000,0.014,5.23,5.41,0.044,0.46,0.0040,4.1
2,1979,4,171.5,1.48,0.21,0.36,0.59,-3.000,0.013,5.07,5.29,0.010,0.36,0.0060,4.1
2,1979,5,116.8,1.45,0.21,0.34,0.64,-3.000,0.010,5.43,5.96,0.010,0.24,0.0080,5.4
2,1979,6,19.0,1.47,0.22,0.26,0.69,-3.000,0.011,5.47,5.83,0.010,0.20,0.0050,5.2
2,1979,7,3.6,1.58,0.26,0.22,0.78,-3.000,0.012,5.52,5.84,0.010,0.27,0.0030,7.1
2,1979,8,5.2,1.65,0.26,0.22,0.82,-3.000,0.010,5.40,6.24,0.010,0.26,0.0030,7.3
2,1979,9,30.8,1.65,0.25,0.25,0.87,-3.000,0.010,5.32,6.46,0.011,0.33,0.0020,7.2
2,1979,10,111.5,1.67,0.23,0.51,0.77,-3.000,0.018,5.33,6.15,0.010,0.46,0.0040,6.9
2,1979,11,129.7,1.70,0.24,0.45,0.81,-3.000,0.013,5.37,6.30,0.010,0.54,0.0030,6.2
2,1979,12,66.1,1.71,0.27,0.46,0.84,-3.000,0.009,5.30,6.41,0.010,0.63,0.0030,6.3
2,1980,1,26.9,1.80,0.26,0.43,0.87,-3.000,0.011,5.25,6.47,0.020,0.60,0.0030,6.3
2,1980,2,1.4,1.91,0.32,0.40,1.01,-3.000,0.012,5.37,6.77,0.057,0.58,0.0020,7.2
2,1980,3,94.8,1.53,0.30,0.68,0.60,-3.000,0.031,5.30,5.09,0.676,0.54,0.0100,4.1
2,1980,4,209.2,1.53,0.27,0.71,0.59,-3.000,0.022,5.26,5.10,0.327,0.55,0.0120,4.3
2,1980,5,54.0,1.59,0.28,0.63,0.72,-3.000,0.011,5.25,5.92,0.010,0.54,0.0030,5.8
2,1980,6,9.8,1.62,0.29,0.38,0.86,-3.000,0.013,5.29,6.13,0.011,0.40,0.0020,6.3
2,1980,7,1.0,1.76,0.37,0.36,0.96,-3.000,0.010,5.33,6.16,0.134,0.40,0.0030,7.1
2,1980,8,1.3,1.91,0.34,0.44,1.04,-3.000,0.010,5.50,6.10,0.355,0.48,0.0050,7.2
2,1980,9,7.3,1.76,0.60,0.46,1.02,-3.000,0.010,5.38,6.80,0.010,0.40,0.0020,7.1
2,1980,10,49.2,1.77,0.37,0.54,0.90,-3.000,0.010,5.26,6.79,0.010,0.64,0.0010,7.3
2,1980,11,79.4,1.74,0.30,0.36,0.94,-3.000,0.018,5.26,6.47,0.018,0.68,0.0010,6.7
2,1980,12,51.8,1.75,0.28,0.35,0.85,-3.000,0.016,5.20,6.47,0.018,0.64,0.0010,6.2
2,1981,1,7.9,1.77,0.31,0.37,1.00,-3.000,0.046,5.26,6.61,0.076,0.61,0.0020,6.3
2,1981,2,295.1,1.64,0.27,0.52,0.73,-3.000,0.030,5.16,5.85,0.200,0.78,0.0060,4.8
2,1981,3,64.4,1.59,0.27,0.44,0.74,-3.000,0.014,5.16,5.89,0.012,0.67,0.0010,5.4
2,1981,4,108.2,1.61,0.26,0.45,0.75,-3.000,0.011,5.16,5.96,0.010,0.58,0.0020,5.6
2,1981,5,98.5,1.60,0.26,0.54,0.80,-3.000,0.017,5.20,6.07,0.010,0.48,0.0010,6.0
2,1981,6,68.6,1.67,0.27,0.31,0.85,-3.000,0.014,5.30,6.03,0.010,0.41,0.0010,6.6
2,1981,7,95.3,1.65,0.25,0.23,0.82,-3.000,0.013,5.28,6.07,0.010,0.31,0.0040,7.3
2,1981,8,80.9,1.67,0.23,0.21,0.69,-3.000,0.010,5.23,5.92,0.010,0.22,0.0050,6.8
2,1981,9,49.2,1.69,0.28,0.38,0.89,-3.000,0.011,5.55,6.24,0.010,0.39,0.0040,7.3
2,1981,10,172.5,1.65,0.25,0.53,0.73,-3.000,0.023,5.37,6.21,0.010,0.53,0.0050,6.1
2,1981,11,56.7,1.66,0.26,0.38,0.81,-3.000,0.015,5.50,6.33,0.010,0.53,0.0040,6.9
2,1981,12,31.7,1.62,0.27,0.32,0.84,-3.000,0.012,5.51,6.26,0.047,0.47,0.0010,7.1
2,1982,1,40.4,1.58,0.26,0.32,0.78,-3.000,0.015,5.43,6.13,0.118,0.42,0.0040,6.8
2,1982,2,33.5,1.62,0.27,0.32,0.83,-3.000,0.013,5.48,6.34,0.156,0.41,0.0020,6.8
2,1982,3,81.9,1.56,0.26,0.34,0.78,-3.000,0.010,5.38,6.07,0.119,0.38,0.0040,6.8
